,text,date_published
126,missed combination lot ten hyung taeyong hyung boom lucas,2020-10-25
127,feel powerful aura hahahahahaha yesss taeyong tennnnn,2020-10-25
129,thank nct leader taeyong nct members hardworking much bless best boys,2020-10-24
133,already hear awkwardness taeyong laugh part 3 16,2020-10-23
137,2 07 seen work together group nct long time sentence really got miss see ten taeyong together like old days sm rookies nct life,2020-10-22
140,haechan saying please leave never funny hahaha,2020-10-22
143,next song baby come dont make taeyong mark write song,2020-10-22
144,love part sun moon much,2020-10-21
145,1 42 taeil dashi deurowa cute,2020-10-21
147,nct eomma appa miss couple,2020-10-21
148,taeyong literally said give ten lots lines,2020-10-21
149,omg taeten shrugging going hmm well haechan saying sunmoon combination best xd,2020-10-21
150,taeten superior ship miss nctu 7th sense era ok get interactions old nct line,2020-10-21
151,2 08 super entered chat super _am joke _,2020-10-20
152,23 kids need take care make sure getting injured 1 priority taeyong,2020-10-20
153,telling leave easilyhad would kept forever,2020-10-20
154,omg ty top priority make sure members promote safely abs fun loves thinks members time omg,2020-10-20
155,way pretending worked superm together,2020-10-20
156,nobody gonna talk taeil singing come back infinite ten introducing,2020-10-20
157,make wish bds 2 0 bds 2 0 bds 2 0 bds 2 0,2020-10-19
158,taeyong weird awkward laugh everything,2020-10-19
160,came back realized many things changed nct changed normal im afraid happend original exo happen,2020-10-19
162,lol could tell haechan mess around much interviewing taeyong ten gotta respect leader,2020-10-19
163,became nctzen baby stop era also boss era seeing taeten together superm nct big deal,2020-10-19
164,think normal episode sun moon,2020-10-19
165,felt like closet professional interview eps,2020-10-18
166,apparently superm exist nct universe dying,2020-10-18
168,taeyong selfless man alive swear really care group,2020-10-18
169,taeyong one leader,2020-10-18
170,way want leave started give questions amazing sweet,2020-10-18
171,serious sun moon episode ep really chaotic funny lmao,2020-10-18
172,omg see taeyongs wearing dotae couple rings cuties,2020-10-18
173,chemistry stage haha,2020-10-18
174,show last longer beb wanna see sunmoon together longer cause soo funny watch,2020-10-18
175,sun moon eclipsed ten taeyong taking interviewers wanting leave show,2020-10-18
182,make merchandise taeyong yesss would love wear sun moon shirt,2020-10-17
183,love duo,2020-10-17
184,taeyong met long time superm,2020-10-17
185,ten baby come haechan aegy like real baby come,2020-10-16
186,never thought would get infinite nct crumbs omggg ty started singing infinite come back rewind make sure heard correctly,2020-10-16
187,seem focus taeyong handsome,2020-10-16
188,taeyong say ten self introduction,2020-10-16
189,think episode haechan tamed teases,2020-10-16
190,wait taeyong singing come back,2020-10-16
193,1 23 ten sorry laughed hard,2020-10-16
195,taeten saying got together long time like together superm comeback,2020-10-16
197,stupid peoples disliked,2020-10-16
198,mo moo moon moon moon ta moon tae moon tae moon tae il j jo joh john jonh j john ju john jun john jun john jun su john jun suh l le lee lee lee ta lee tae lee taey lee taeyo lee taeyon lee taeyong n na nak naka nakam nakamo nakamot nakamoto nakamoto nakamoto yu nakamoto yut nakamoto yuta q qi qia qian qian k qian ku qian kun k ki kim kim kim kim kim dong kim dong kim dong yo kim dong kim dong youn kim dong young c ch chi chit chitt chitta chittap chittaph chittapho chittaphon chittaphon l chittaphon le chittaphon lee chittaphon leec chittaphon leech chittaphon leecha chittaphon leechai chittaphon leechaip chittaphon leechaipo chittaphon leechaipor chittaphon leechaiporn chittaphon leechaipornk chittaphon leechaipornku chittaphon leechaipornkul j ju jun jung jung jung yo jung yoo jung yoon jung yoon jung yoon oh dong dong dong si dong si c dong si ch dong si che dong si chen dong si cheng k ki kim kim j kim ju kim jun kim jung kim jung kim jung w kim jung wo kim jung woo w wo wong wong wong yu wong yuk wong yuk wong yuk h wong yuk wong yuk hei l le lee lee lee lee mar lee mark x xi xia xiao xiao xiao de xiao dej xiao deju xiao dejun h hu hua huan huang huang g huang gu huang gua huang guan huang guanh huang guanhe huang guanhen huang guanheng h hu hua huan huang huang r huang huang ren huang ren j huang ren ju huang ren jun l le lee lee j lee je lee je n lee je l le lee lee lee lee lee dong lee dong h lee dong hy lee dong hyu lee dong hyuc lee dong hyuck n na na j na ja na jae na jaem na jaemi na jaemin l li liu liu liu ya liu yan liu yang liu yang liu yang ya liu yang yan liu yang yang os osa osak osaki osaki osaki sh osaki sho osaki shot osaki shota osaki shotar osaki shotaro j ju jun jung jung jung su jung sun jung sung jung sung c jung sung ch jung sung cha jung sung chan z zh zho zhon zhong zhong c zhong ch zhong che zhong chen zhong chen l zhong chen le p pa par park park j park ji park jis park jisu park jisun park jisung n ne neo neo c neo cu neo cul neo cult neo cultu neo cultur neo culture neo culture neo culture te neo culture tech neo culture techn neo culture techno neo culture technol neo culture technolo neo culture technolog neo culture technology n nc nct nctu n nc nct nct 1 nct 12 nct 127 n nc nct nct dr nct dre nct drea nct dream w wa way wayv nct 2 nct 20 nct 201 nct 2018 nct 2 nct 20 nct 202 nct 2020 n nc nct nctz nctze nctzen,2020-10-16
201,show remind day went concert japan n everyone got roommates meanwhile poor ten got nightmare,2020-10-16
202,uwu taeyong soft ten aaaaa love also taeyong speaks rap like speaks fast omg,2020-10-16
204,uwu ty said hopes one gets hurt performing yasss leader come thru,2020-10-16
205,ty gay panic laughter always gets,2020-10-16
206,snorted ten fell back trying sit,2020-10-16
207,taeyong considerate great leader hyung general,2020-10-15
208,ten making heart go crazyyyyy,2020-10-15
209,wait superm together long time see,2020-10-15
210,taeyong ten together make good chemistry make wish bds 2 0,2020-10-15
211,peaceful one thank god exists held mic correct way well hahaha,2020-10-15
212,need ur unit nct 2020,2020-10-15
214,right,2020-10-15
215,yuta winwin together please,2020-10-15
218,upon time taeten ultimate,2020-10-15
220,miss ship yall,2020-10-15
221,ugh miss sm,2020-10-15
222,guests given true questions xd,2020-10-15
223,taeten worked long time superm joke,2020-10-15
224,haechan taeil long since worked together taeyong ten released full album superm less month ago,2020-10-15
225,ep jungwoo,2020-10-15
228,,2020-10-14
229,아아 나는 그들이 춤을 그리워 baby stop ㅜ ㅜ,2020-10-14
230,se callo el ten jakajajajakajsjd pobrecito bebé,2020-10-14
233,miss ten_nct much,2020-10-14
234,big ten fan ultimate bias nct also like taeyong tbh even like praised ten bout vocal improvement way mentioned would back dancer ten 3 00 shows humble truly liked,2020-10-14
235,haechans leave end always cracks,2020-10-14
236,taeyong supportive team members always compliment ten singing skill,2020-10-14
238,two softies pretending see long time shooting mtopia hshahaha,2020-10-14
239,taeyong said merchandise point buying happen draw clothing sun moon merch,2020-10-14
240,haechan taeil invited taeyong ten interview roasting guests arrived haechan taeil got interviewed roasted,2020-10-14
241,members haechan said leave leave right away taeyong short,2020-10-14
242,taeyong business mind trying sell everything,2020-10-14
243,favorite episode far good chemistry plus taeyong ten laughs together,2020-10-14
244,would honestly buy merch tho,2020-10-14
246,taeyong always give mom vibe matter goes man,2020-10-14
247,taeyong chittapon like brother right,2020-10-14
248,see taeyong ten together sadfs7drw6eqrdjkfoia taeten rise,2020-10-14
249,ten saying baby come think lucas lady taeyong ten please make come true,2020-10-13
250,taeyong ten great work together long time latest content superm like together almost everyday,2020-10-13
251,idk sm blind wont give us bds 2 0 power duo nct chemistry stage another level,2020-10-13
252,almost 1m views alr yoooo taeten power thinks,2020-10-13
253,ngl comfortable sun moon episode tho fun cute ahhh smiled wide whole 6 minutes,2020-10-13
254,haechan kasiyo gets every single time lol,2020-10-13
256,part1 boss unit think part2 baby stop unit maybe see dynamic combination,2020-10-13
257,make wish bds 2 0 2020,2020-10-13
258,taeyong n ten please release another performance two please two really best duo ever known every time guys performed together like boom even short dance practice room anywhere mind mind please quench thirst,2020-10-13
259,lowkey love taeyong personality taeyong whole deserving title leader protecc also love ten ten taeyong 2 favorite members love see collab,2020-10-13
260,became fan ten adorable,2020-10-13
262,always melt taeyong unfaltering sincerity,2020-10-13
263,want fullsun moon taeil night light,2020-10-13
264,also want taeil nightlight scared wake see taeil smiling face dark crap pants,2020-10-13
266,taeyong singing infinite dashi dorawa got feels,2020-10-13
269,tyeongieee eomma never fails compliment member milestones aaaaw best leader,2020-10-13
271,ten baby come,2020-10-13
274,two mem baby dont stop love,2020-10-13
275,need taeten duo unit,2020-10-13
276,two mc assuming fact lol,2020-10-13
279,1 44 taeil ah infinite come back thankyou remembering ultimate 2nd generation grouppp,2020-10-13
280,anyeonghaseyo cho superm ten nct 2020 ten nctu ten wayv ten ten imnida,2020-10-13
282,omg mr chittapon smile soooooo handsome make hearteu melted,2020-10-13
293,taeyong ten good chemistry together,2020-10-13
297,haechan every episode leave,2020-10-12
298,1 23 im sorry ten make burst laugh,2020-10-12
299,2 biases together omg,2020-10-12
300,best leader taeyong first congratulated sun moon,2020-10-12
302,noone haechan gaseyooooo live,2020-10-12
307,feel like seen together fact watched mtopia two together superm promotions,2020-10-12
308,two acting like constantly interact superm,2020-10-12
310,fact nct127 bias haechan bias wrecker taeil hosting mini show wow love soo much,2020-10-12
313,taeten rocked,2020-10-12
314,taeyong congratulation haechan inside head bro u gonna reveal truth one day shoot lamao,2020-10-12
315,signal sound background annoying though,2020-10-12
317,looking forward comeback,2020-10-12
318,lucas ones said taeyong hyung ten hyung together boom totally agree lucas taeyong ten good friendship together chemistry together,2020-10-12
319,1 22 ten cute,2020-10-12
320,1 21 baby dont stop,2020-10-12
323,0 23 taeyong looked like want,2020-10-12
324,get bds pt 2,2020-10-12
326,haechan leave mood love,2020-10-12
327,omg taeten missed bois,2020-10-12
328,omg cool taeyong ten super main dancer,2020-10-12
329,taeten back,2020-10-12
331,make wish bds 2 0 2020,2020-10-12
332,taeyong introduces nct 2020 members loyal leader,2020-10-12
333,u love haechan says kasayeo,2020-10-12
335,god taeyong best leader time,2020-10-12
336,aight ad misfit,2020-10-12
340,see single comment haechan saying leave end every episode mean wheeze every time,2020-10-12
341,died laughing chittaphon introduced cheetah phone appeared hahahhssghssghsgs,2020-10-12
343,want content forever swear super sad end,2020-10-12
344,though really shown video love way ten brings different side taeyong smiles happiness beautiful friendship precious genuine keep smiling boys,2020-10-12
345,taeten back,2020-10-12
347,think taeyong ten far appropriate well behaved guests show,2020-10-12
349,watched video warmth sweetness felt,2020-10-12
355,well baby haechan well behaved episode huh inner mommy taeyong duh ㅋㅋㅋㅋ,2020-10-11
356,taeyong ten great work together long time saw u mtopia superm promotion together maybe wrong,2020-10-11
357,taeil guys worked together long time taeyong ten confused superm,2020-10-11
358,haechan taeil really make mood better,2020-10-11
360,winwin x members whipped next please,2020-10-11
361,haechan cute hiks,2020-10-11
362,precious feels like 4 good old pals reunited long time time new memories nct 2020,2020-10-11
363,haechan said superm,2020-10-11
364,lol light taeil moon face imagining abt cracks,2020-10-11
365,haechan said taeil attractive get bored others admiring haechan visuals,2020-10-11
366,one wants yuwin together sun moon,2020-10-11
368,haechan every interview u leave,2020-10-11
370,chittaphon looks amazing,2020-10-11
373,taeyong ideas making photos merches something omg,2020-10-11
374,way interview extended lmao,2020-10-11
375,welcome sun moon need scripted haechan script already,2020-10-11
377,taeyong really love sm gives suggestion idol goods,2020-10-11
378,reaction taeten sitting funny,2020-10-11
379,hope nct world 2 0 show see haechan variety without using formal thing like ask question else really want see variety free like using pajama cooking members eating together stay bedroom play members bedtime skincare barefaced go sleep go play amusement park like dream record nct life like got see dreamis im really jealous really really really want see haechan feel free like variety show hope,2020-10-11
380,people saying taeten couple divorced ship sunk several years ago concept huge slap,2020-10-11
381,im patiently waiting yuta winwin winwin jaehyun winwin yuta jaehyun please,2020-10-11
383,waiting taeyong show ages love,2020-10-11
384,great make merchandise like comical pictures like light used night light turn go bed sm look,2020-10-11
387,taeyong said make merchandise sun moon pictures last time said actually make merchandise sm waiting,2020-10-11
388,oml realised sun moon initials sm sm world domination c mon haechan know want,2020-10-11
389,haechan knew sun moon would become international sensation combination fantastic amazing gorgeous well exactly wrong,2020-10-11
390,finally reunited huhuhuhu,2020-10-11
394,discover like watching taeten interaction much also think eps 6 short,2020-10-11
395,sun moon show short please,2020-10-11
396,wish song together,2020-10-11
397,episode show curiosity guests hosts,2020-10-11
398,yay one favorite duo back taeten,2020-10-11
399,ty finally congratulated also expises pics lmao,2020-10-11
400,okay love reunion duo ten taeyong amazed haechan eloquent makes every conversation less boring jokes entertaining,2020-10-11
401,felt confused haechan told us ten taeyong work long time remembered nct superm,2020-10-11
403,love best duo ten taeyong ready baby come ten solo whatever ten project wait,2020-10-11
407,agree taeyong said ten vocal improved lot ten learn vocal hyung baekhyun,2020-10-11
408,ugliest members nct haechan taeil,2020-10-11
410,taeyong ten acting like release 3 mvs whole superm album together,2020-10-11
412,taeyong business mind sm tries recruit ty promotional team afterwards,2020-10-11
413,haechan confidence level higher iq,2020-10-11
414,taeyong chose ten back dancer instead respectable really,2020-10-11
416,2 16 acting like superm exist,2020-10-11
422,sunandmoon exposed show,2020-10-11
428,show deserves views world,2020-10-10
429,first time working together 2 years seeing past months,2020-10-10
430,taeten want another song future,2020-10-10
432,really ten voice really good taeyong said hear wayv song especially love hear ten singing good,2020-10-10
434,really need sun moon merch especially ten designs,2020-10-10
436,way act like seen since 2018 working together superm year,2020-10-10
440,yall imbeciles praising ty completely dismissing self order let shine hated change selflessness isnt cute concept good look shouldnt acknowledged validated yall lot putting everyone grandmas self swear god yall like hes like im sick stomach yall hypocrites lowkey destructive unhealthy way hes coping managing image bs feedback getting,2020-10-10
441,one thought haechan solo taeyong wishing solo ten hurts haechan,2020-10-10
443,would buy moon taeil night light,2020-10-10
445,best duo ever,2020-10-10
446,taeyong act like long time see ten lol,2020-10-10
447,want baby stop part 2 need,2020-10-10
448,ten glitched sec ljhvvccx,2020-10-10
449,btw trio 96 line ten doyoung kun tt,2020-10-10
451,taeyong give congratulations,2020-10-10
452,inspirit side taeyong sung infinite song come back 1 43,2020-10-10
453,please winwin jaehyun next episode,2020-10-10
454,still wonder person like taeyong could exist human think,2020-10-10
455,taeil work hard get 100m subscribers lmao,2020-10-10
456,haechan taeyong relationship grown much xd remembered video haechan talking rooming ty xd everyone else laughing sarcastic saying enjoyed,2020-10-10
457,5 36 precious haechan giggles 3,2020-10-10
458,charisma people ten taeyong yeeyyyy,2020-10-10
459,still waiting yuwin 97l episode,2020-10-10
460,love taetens dynamic fun hope get jaewin jaewoo jaewinwoo next episode,2020-10-10
461,ten face fell skiddybebqfataisel,2020-10-10
463,taeten heartt ughh,2020-10-10
464,god always say thing every time see taeil heart really smile wide forget problems moment xx thankyou moontaeil ilysm rest nct,2020-10-10
465,removed tooth wisdom hurts fuck laughing _through pain_,2020-10-10
466,taeten acting like superm together,2020-10-10
467,superm universe doesnt exist nct universe,2020-10-10
468,reminder nctzens make wish comeback goals yt 10m views 1m likes,2020-10-10
469,anyone judge taeyong bad person first moment noticed group already knew talent also golden heart way manage treat 23 members heartwarming u even see video one congratulated segment 6 eps also loved asked back haechan taeil interviewed shows humble caring everyone let support taeyong,2020-10-10
471,taeyong even speaks faster internet connection,2020-10-10
474,taeyong ethereal,2020-10-10
475,oh god ten reaction balloon seat priceless stop rewatching,2020-10-10
476,see taeyong ten wild mind lucas stop baby dont stop,2020-10-10
477,feel partner well say omg everyone looked bit uncomfortable taeten,2020-10-10
480,ten excited work duo taeten love voice cant wait,2020-10-10
482,taeten hearteu whole vid,2020-10-10
483,attention nctzens please install idol champ app vote nct daily chart,2020-10-10
484,thai bls raised expectations taeten couple ugh,2020-10-10
485,surprise sm releases merchandises ty recommends haha,2020-10-10
486,taeyong long since worked ten baby stop promotion short superm,2020-10-10
489,ten taeyong making question part superm mistaking guys,2020-10-10
491,nothing ten taeyong pretending met superm member,2020-10-10
492,petition jaemin jeno remake baby stop,2020-10-10
494,need taeten comeback,2020-10-10
500,one taeyong looking moon taeil face make merchandise,2020-10-10
501,miss u ten nct,2020-10-10
504,haechan sexy also charismatic found combination interesting lie yeoreubun,2020-10-10
506,yes taeyong yes show really short already working hard matter getting chance see dream wayv 127 wayv members together want,2020-10-10
508,like taeyong hjow describe taten relationship,2020-10-10
509,oh god laughing hard right taeten appearance dodging jokes divorce,2020-10-10
511,missed seeing ten nct member great back baby,2020-10-10
515,hahahaha gagged cheetah phone emoji chittapon hahahahahaha,2020-10-10
520,bubu taeyong thank hardwork,2020-10-10
521,waiting duo,2020-10-10
522,2 15 yea let act like superm exist,2020-10-10
523,taeten missed og babies,2020-10-10
525,looks like another season awkward okay like project superm,2020-10-10
526,taeil cute,2020-10-10
527,love nct yt editor sm please give raise,2020-10-10
528,something fishyyyy putting 2 together one episode wow smell bds 2 0,2020-10-10
529,taeyong make merchandise sm wow great idea meanwhile ok need prepare lungs sale,2020-10-10
531,gave us spoiler ten taeyong work together unit mean two like baby stop,2020-10-10
532,gonna pretend see happened ten 1 21 like dude look reaction ty looked lmao,2020-10-10
534,ive commented every sun moon im still manifesting 97 liner sun moon ep djhshjsj,2020-10-10
537,sm lowkey taeten stan meann baby stop thisss,2020-10-10
540,taeten back guysssss,2020-10-10
543,4 02 remind predebut ten,2020-10-10
546,next member appear sun moon,2020-10-10
547,wayv members appear sun moon except winwin okay im patiently waiting winwin,2020-10-10
548,taeyong aa warm heart,2020-10-10
549,0 56 taeyong woah ten thing combo,2020-10-10
551,love tyxten,2020-10-10
552,fave modulee hahahhahhah,2020-10-10
553,best duo,2020-10-10
554,taeyong ten working together superm promos gotta pretend like last time worked together baby stop era lol,2020-10-10
555,way haechan kicks ahahhahaha,2020-10-10
556,so10 hints,2020-10-10
557,pretending superm exist lmfao seen work together along time taetenwho got superm promotions yes,2020-10-10
558,support li yongqin,2020-10-10
559,love ten,2020-10-10
560,ten ueueueueu miss bad,2020-10-10
561,ten look cute,2020-10-10
563,taeyong ten always met superm like happy see lol know mean,2020-10-10
564,one literally one youtube let give notification 20 hours later kidding,2020-10-10
566,last time met photoshoot session probably february superm 100 filming february tho filmed around june july sounds right taeyong said meet long time,2020-10-10
567,thank always making day awesome wish could meet someday love nct proud big fan nct,2020-10-10
568,ten taeyong angels earth thats fact,2020-10-10
569,taeyong kind love,2020-10-10
570,taeyong meet long time pretending superm exist gottchu,2020-10-10
571,duo loved much,2020-10-10
574,wait ty said met along time pretend see superm hahaha love much,2020-10-10
575,wuv u two,2020-10-10
576,topic superm sm sun moon sm,2020-10-10
579,bds ver 2 coming,2020-10-10
582,half half sun moon merch,2020-10-10
586,1 42 taeyoung singing come back infinite huhu,2020-10-10
588,ten back nct daily,2020-10-10
589,ty met long time aight ty gonna act like superm exist lmao,2020-10-10
591,order sun guys let make 100 million subscribers,2020-10-10
592,episodes exciting one tho like marriage counselling haechan questions regarding partners hahahaha moreover waiting winwin appearance taeil reaction hihi,2020-10-10
595,waiting guys,2020-10-10
596,missed taeten,2020-10-10
597,haechan seen work together long time superm joke,2020-10-10
598,lmao love sun moon interviews funny cute short perfect amount time goofy one serious question byeee loll,2020-10-10
603,suka banget sama ten tt,2020-10-10
606,watch nct sun moon show,2020-10-10
607,talk like seen years fact promote together superm,2020-10-10
608,hc ty already 6th episode one says congratulations taeyong best leader mother 22 kids,2020-10-10
609,even taeyong wants so10 happen,2020-10-10
613,bubu start selfish demand things baby,2020-10-10
615,taeyong stop selfless deserve everything beautyful world bubu,2020-10-10
617,love haechan completely ignores existence superm acts like taeten done anything together since 2018,2020-10-10
618,finally someone ask sun moon picture,2020-10-10
619,wow long since together superm,2020-10-10
620,1 23 struggle ten sit bone body ㅋㅋㅋㅋ,2020-10-10
621,heard taeyong sang come back infinite,2020-10-10
622,talented boys,2020-10-10
623,fav ship tt,2020-10-10
624,ten taeyong powerful nct duo breathe agree,2020-10-10
625,true ten voice improved lot guys please listen superm better days ten voice beautiful addictive t___t,2020-10-10
626,dreaming taeyong sang bit infinite come back inspiritzen heart thriving,2020-10-10
627,best dancer,2020-10-10
628,im happy supporting different stuff projects taeyong role model highlighting members every time sees opportunity watched episode 2x first enjoy interaction read subs replay stare taeyong talks,2020-10-10
629,taeyong cute,2020-10-10
630,taeyong jaehyun moment please,2020-10-10
631,taeten different level ask questions mc hahahah want end quickly cute taeten moon sun,2020-10-10
635,ten taeyong shy looked like newly married couple,2020-10-10
644,lee taeyong love u ur th main life know,2020-10-10
645,need longer duration,2020-10-10
646,say say taeyong one make merchandise sm okay noted,2020-10-10
647,2 09 havent seen work together group long time guess haechan forgot superm,2020-10-10
649,aww taeyong saying next tnt project want ten full vocals solo really backup dancer complimenting singing awe taeten backkkkk,2020-10-10
651,taeyoung saying ten meeting long time superm existence real,2020-10-10
652,taeten unit solo comeback need right,2020-10-10
654,hahaha tt became hosts end hahaha,2020-10-10
655,taeyong saying wanted ten back dancer time screams leader energy love tae,2020-10-10
657,owh taeten love love,2020-10-10
658,literally waiting next epi,2020-10-10
659,haechan goal nct 2020 taeyong without injuries meaning hope survive haechan ok leave taeyong mf leader tell staying,2020-10-10
663,really like opening haechan really funny,2020-10-10
664,really like opening haechan really funny,2020-10-10
665,taeyong stop putting challenge failed,2020-10-10
668,really completes day 감사합니다 proud nct stan,2020-10-10
671,stop laugh ten fell balloon chair,2020-10-10
672,taeil goal nct 2020 project taeyong hope 23 members fun performing without injured mama taeyong ahhhhh heartttt,2020-10-10
673,love,2020-10-10
675,smile smile,2020-10-10
677,power 2 hold stayed even interviewed mcs asking leave taeten,2020-10-10
679,ten looks hella fine im,2020-10-10
680,im happy see tenhyuck one frame,2020-10-10
681,one literally one haechan every time show end leave,2020-10-10
685,could see ten haechan interaction long time hahaha kinda look awkward enjoying,2020-10-10
687,seems like ten taeyong relationship like friend dont need see everyday special comfortable understanding cause respect thats think,2020-10-10
689,taeyong know sun moon started today congratulations haechan 6th episode taeyong taeyong inside right works,2020-10-10
690,im wheezing watching,2020-10-10
692,wtf badons bruh grp namr mean lol,2020-10-10
694,baby come ten taeyong,2020-10-10
695,ten say back idonno crying,2020-10-10
697,sun moon let introduction taeyong ten let little bit dancing telepathy totally cute adorable,2020-10-10
698,good wait love,2020-10-10
701,ten back,2020-10-10
703,congratulations remarriage taeten 3333,2020-10-10
704,right realize amazing intro program paper plane nct 127,2020-10-10
705,love taeil much love talk jokes,2020-10-10
708,yess taeten back,2020-10-10
709,baby stop 2 0 version,2020-10-10
712,taeyong make tcc ten need content powerful duo interacting comfortably,2020-10-10
713,ok next invite yuta win win,2020-10-10
714,love moon taeil face coming,2020-10-10
715,taeyong ten acting like crush awkward cute lol way made seem like working together superm,2020-10-10
716,ten like name ten stage name nicknames lists real names,2020-10-10
717,taeyong make merch sun moon pics sm write write,2020-10-10
723,nct really deserve taeyong,2020-10-10
724,taeyong happy see ten wtf promoting superm yongie ten,2020-10-10
