video_id,text,author,like_count,date_published,date_updated
5FoeLnS2opU,성찬님 아핰ㅋㅋ진짜 너무 대박인데? 아 자꾸 보게 되ㅠㅜㅜㅜㅜ으엉,엘예,0,2021-03-09T08:08:41Z,2021-03-09T08:08:41Z
5FoeLnS2opU,"아닠ㅋㅋㅋ아핰ㅋㅋㅋㅋㅋ 그냥 엑소 옛날에 지상최대 허름한 토크쇼 신인때 한거 생각나서 아 그런건가? 해서 보는데
성찬님 애교 보고 진짜 깜짝 놀랐어컼ㅋㅋ
순둥순둥 수줍수줍 인줄 알았는데 대박이얔ㅋㅋㅋㅋ 👍",엘예,0,2021-03-09T08:03:25Z,2021-03-09T08:03:25Z
5FoeLnS2opU,SHOTARO A CUTIE BABIE!!!🥰,Vangie Barlolong,0,2021-03-08T23:04:16Z,2021-03-08T23:04:16Z
5FoeLnS2opU,Haechan's giggling was so cute 😂❤️😭,Juli Narah,1,2021-03-07T14:54:38Z,2021-03-07T14:54:38Z
5FoeLnS2opU,WHY IS SHOTARO SO CUTE,Axiale Y,1,2021-03-05T12:05:53Z,2021-03-05T12:05:53Z
5FoeLnS2opU,1:35 filozensss,127Squad,1,2021-02-28T08:27:17Z,2021-02-28T08:27:17Z
5FoeLnS2opU,"Definisi masih sopan bun. Kalo udah bertahun tahun jadi member, kita liat kebobrokan dia😌👍",Shafa Aurelia Syahira,3,2021-02-27T16:13:56Z,2021-02-27T16:13:56Z
5FoeLnS2opU,쇼타로 얼굴이 애교다😊,sum ma,2,2021-02-25T15:06:24Z,2021-02-25T15:06:24Z
5FoeLnS2opU,4:54 윈윈 귀여워 쿨타임 찰때 보려고 쓴 댓글,추예진,1,2021-02-24T20:20:36Z,2021-02-24T20:20:36Z
5FoeLnS2opU,Haechan why you so cuteee..........😭,bearpudu,2,2021-02-24T18:12:40Z,2021-02-24T18:12:40Z
5FoeLnS2opU,4:08 ??????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내가 지금 뭘 본거지 .. 윈윈 눈 가리는거 개웃긴데 ㅋㅋㅋㅋㅋㅋㅋ 성찬이도 보통이 아닌게 분명함 네오하다 ..,안녕하쇼타로,2,2021-02-23T20:18:40Z,2021-02-23T20:18:40Z
5FoeLnS2opU,5:45 이거.. ㄹㅇ 이해찬 선배미.. 존나 좋다,수만이네_꽃밭,1,2021-02-23T08:14:07Z,2021-02-23T08:14:07Z
5FoeLnS2opU,"3:56 haechan is so adorable, and the ending is my favvvv",maambo,2,2021-02-21T14:37:44Z,2021-02-21T14:37:44Z
5FoeLnS2opU,"omg, that is so cute, even i can do twenty pushups, haechan babyyy",maambo,1,2021-02-21T14:07:04Z,2021-02-21T14:07:04Z
5FoeLnS2opU,PLS HAECHAN LMFAOOOO,Hawo Ali,1,2021-02-21T06:23:41Z,2021-02-21T06:23:41Z
5FoeLnS2opU,🌞🌻✨,Sun flower,1,2021-02-18T14:13:12Z,2021-02-18T14:13:12Z
5FoeLnS2opU,3:40,Keisya Azzahra,1,2021-02-18T13:15:59Z,2021-02-18T13:15:59Z
5FoeLnS2opU,4:09  흑끆ㄱ끄얶흒끕..끆껑껑..끆끆흡끅..흡꾺꾺꾹ㄱ끄엉..헝헝헝ㅇ..흡끄륵ㄱ끅끅ㄱ끄엉엉..흡끄윽..끄헝헝..흐우앙흡끅끆ㄱ끄얶흒끕..끆껑껑..끆끆흡끅..흡끄윽..끄헝헝끆ㄱ끄얶흒끕..끆껑껑..끆끆흡끅..흡꾺꾺꾹ㄱ끄엉..헝헝헝ㅇ..흡끄륵ㄱ끅끅ㄱ끄엉엉..흡끄윽..끄헝헝..흐우앙흡끅끆ㄱ끄얶흒끕..끆껑껑,밤비,2,2021-02-18T08:41:34Z,2021-02-18T08:41:34Z
5FoeLnS2opU,Sungchan shotaro 💚💚💚💚,Ery Yustiana,2,2021-02-17T04:11:33Z,2021-02-17T04:11:33Z
5FoeLnS2opU,4:08 自分用,璃,1,2021-02-16T14:37:46Z,2021-02-16T14:37:46Z
5FoeLnS2opU,Winwin covering his eyes whenever they did aegyo is a mood🤣,Josie Tran,2,2021-02-16T00:43:37Z,2021-02-16T00:43:37Z
5FoeLnS2opU,here shotaro is very cute😭💚💚,Air Biru,4,2021-02-15T20:26:51Z,2021-02-15T20:26:51Z
5FoeLnS2opU,dejunnn,myla elvira,2,2021-02-13T03:38:34Z,2021-02-13T03:38:34Z
5FoeLnS2opU,애교 진짜 안하고 못하게 생겨서 은근히 하네 정성찬,??,3,2021-02-12T06:45:01Z,2021-02-12T06:45:01Z
5FoeLnS2opU,STOP HAECHAN AND TAEIL BEST HOSTS. THE AEGYO BIT WAS HILARIOUS.,caitssc,5,2021-02-11T00:55:14Z,2021-02-11T00:55:14Z
5FoeLnS2opU,"taeil : do aegyo
winwin : kiyowoooo
taeil : write in a diary when he's home",Son Seyoung,2,2021-02-10T15:17:14Z,2021-02-10T15:17:14Z
5FoeLnS2opU,"Haechan: well, this is how i do aegyo *digusted*


Lmao",be quiet don't cry,1,2021-02-10T06:34:38Z,2021-02-10T06:35:32Z
5FoeLnS2opU,Winwin just called Taeil cute🥺,Büşra,1,2021-02-07T15:12:20Z,2021-02-07T15:12:20Z
5FoeLnS2opU,성찬이 진짜 도른자같은데,가연,2,2021-02-06T02:51:25Z,2021-02-06T02:51:25Z
5FoeLnS2opU,Dong Sicheng. I still want to thank the person who do his hair style,Maria Christina,2,2021-02-04T04:41:52Z,2021-02-04T04:41:52Z
5FoeLnS2opU,1:35 We can totally relate Haechan (ಥ_ಥ),Alice,2,2021-02-03T17:58:07Z,2021-02-03T17:58:07Z
5FoeLnS2opU,4:08 best timestamp,be quiet don't cry,2,2021-02-03T09:55:57Z,2021-02-03T09:55:57Z
5FoeLnS2opU,"This is how Taeil got the idea to do the ending fairy of From Home
Sungchan is the culprit-",Sadia Nur,1,2021-02-02T17:48:59Z,2021-02-02T17:48:59Z
5FoeLnS2opU,3:59 haechan also don't like his aegyo . 🤣,iyraaa_ hadi .,2,2021-02-01T06:51:15Z,2021-02-01T06:51:15Z
5FoeLnS2opU,Entah kenapa kaseo😂😂,ShineStar Ly,1,2021-01-31T10:10:00Z,2021-01-31T10:10:00Z
5FoeLnS2opU,아니 ㅋㅋㅋㅋ 이해찬 선배미 뿜뿜이네 우리 해찬이 언제 이렇게 다 커서 ㅜ 눈물이 난다,오나나,1,2021-01-28T12:48:43Z,2021-01-28T12:48:43Z
5FoeLnS2opU,4:08 하...이거 정성찬 애교보려고 맨날 들어온다 정성찬 사랑해 사랑한다공오오ㅗㅠㅠㅠ,하꽁,0,2021-01-23T18:32:43Z,2021-01-23T18:32:43Z
5FoeLnS2opU,Sungchan super cute can’t stop love him,tthityy24,1,2021-01-22T17:52:29Z,2021-01-22T17:52:29Z
5FoeLnS2opU,Sungchan so funny 😭😂😂😂😂,MELINDA FLAMONIA,2,2021-01-21T10:25:50Z,2021-01-21T10:25:50Z
5FoeLnS2opU,Sungchan’s aegyo LMAOOOO him and Shotaro are the cutest,Milena Benford,2,2021-01-20T20:23:49Z,2021-01-20T20:23:49Z
5FoeLnS2opU,Hahahahaha i misss thisss!!!! Miss sun and moon,chicha bonita,2,2021-01-20T13:41:13Z,2021-01-20T13:41:13Z
5FoeLnS2opU,Echannn ketawa lo canduu sumpah 😭,Aqma Rina Azziati,1,2021-01-20T13:30:28Z,2021-01-20T13:30:28Z
5FoeLnS2opU,2:11 이해찬 너무 귀여워ㅠㅠ 어떡하냐 해찬아💚,나는비둘기,2,2021-01-20T07:46:46Z,2021-01-20T07:46:46Z
