,text,date_published
301,im uwuing shotaro sm omg sungchan handsome,2020-10-16
302,1 18 shotaro cute love,2020-10-16
303,shotaro smile looks cute omggg,2020-10-16
306,haechan little giggle gurllll im dyinggg cuteness overload,2020-10-16
307,shotaro 2nd maknae,2020-10-16
308,sungchan hella confident need life needs teach,2020-10-16
309,shota kunnnn gonna nickname totally shota cuteeee uwu,2020-10-16
310,one talking sungchan aegyo lmaoooo rolling floor,2020-10-15
311,feel like shotaro rushed debut mean good sm like right,2020-10-15
312,shotaro cutest babieeeeeeeee im crying tttt look eyes smile adorable tttt,2020-10-15
314,video cuteeee kept getting side tracked looking audience bahaa,2020-10-15
319,cute shy support boys worry welcome humble crazy family,2020-10-15
320,tbh shotaro could sat aegyo,2020-10-15
323,yuta winwin together please,2020-10-15
324,feel like sungchan personality similar jungwoo sense acting cute suddenly extra times friendly lovable,2020-10-15
326,always said nobody take chenle spot shotaro,2020-10-15
327,3 23 winwin looks like father proud see son cuteeee,2020-10-15
331,haechan push ups relatable,2020-10-15
332,babiesss love excited see sungchan shotaro share us,2020-10-15
333,im cryinggg theyre cuteee,2020-10-15
335,swear shotaro might end stepping wrecker yuta always bias damn shotaro trying take first place like pretty indecisive chosen true wrecker man precious might official chosen wrecker,2020-10-15
337,4 09 damn sungchan got winwin ducking shame otz,2020-10-15
338,swear sungchan looks exactly like combo taeyong yuta one ready,2020-10-14
339,shotaro fighting,2020-10-14
340,5 49 umm think misspelled mic english first language sure write like please correct worng thank,2020-10-14
341,4 09 freaking cute omgg,2020-10-14
345,shotaro whole definition cuteness like look,2020-10-13
348,way haechan says okay leave,2020-10-13
350,indeed true sungchan czennies happy added along shotaro nct,2020-10-13
351,yuta got son shotaro love new members sm adding visual visual,2020-10-13
352,happen sungchan shotaro promotion,2020-10-13
354,auchhh cute,2020-10-13
357,lol sungchan face shotaro dancing perfect 3,2020-10-13
358,shotaro cute,2020-10-13
359,aaaaaaahhh let protect babies cost,2020-10-13
360,5 21 look sweet warm taeil tell shotaro speak japanese,2020-10-13
361,4 50 one talks aegyo master moon taeil cute,2020-10-13
364,wow another handsome tower sm sungchan handsome tower shotaro giant baby 2,2020-10-13
365,shotaro cute,2020-10-13
367,haechan soooo funny ph,2020-10-13
368,shotaro said good ask see thinking going tiktok dance,2020-10-13
369,literally nct initiation lmfao love,2020-10-13
370,sungchan shotaro cuteeee,2020-10-13
371,sungchan dangerous feel bones,2020-10-12
372,5 49 sungchan forget put mic back,2020-10-12
373,uri new nct members fighting,2020-10-12
375,shotaro living version,2020-10-12
376,one haechan volunteering aegyo werkkk,2020-10-12
379,shotaro cuteeeee,2020-10-12
380,winwin watching cute,2020-10-12
381,4 30 mind time stamping shotaro fracking adorable aegyo move,2020-10-12
382,taeil actual maknae nct confirmed,2020-10-12
383,ahh sungchan funny visuals shotaro cute love much finally got bias nct sungchan shotaro,2020-10-12
385,winwin everytime haechan throw agyeo,2020-10-12
389,im happy absolutely adorable sungchan shotaro support good luck,2020-10-11
390,4 09 ok seems ready love forever starting right immediately 60 seconds moving impactful life replay mind loop,2020-10-11
394,video made fell love xiaojun side profile,2020-10-11
396,matter haechan always mood lil brat makes member go crazy annoys mood maker,2020-10-11
397,2 29 shotaro cute little laugh,2020-10-11
400,haechan felt disgusted busted laughing watch multiple times coz funny,2020-10-11
402,love sungchan already comfortable members think shotaro support non korean members happy joined family,2020-10-11
407,aegyo line omg,2020-10-10
408,winwin reactions members aegyo best lmao missed sicheng much,2020-10-10
409,shotaro sungchan really easygoing agree nobody beat taeil aegyo,2020-10-10
410,guests worried going funny haechan taeil end every vid leave,2020-10-10
411,6 minutes already signing adoption papers shotaro,2020-10-10
413,nct 2020 best thing happen periodt,2020-10-10
414,dayumm 1mil views nctzens slackin,2020-10-10
415,0 31 chenle answer question hyungs getting million views video 1m today hahahaha,2020-10-10
418,lmao nct really looks like brand instead group really nice meet pure innocent like one big brand never met,2020-10-10
421,shotaro cutest person ever seen omggg,2020-10-10
423,shotaro like kun beware look cute definitely e l,2020-10-10
425,10 000 comment searching,2020-10-10
426,wwoow haechan aegyo ahhaha expected taeil omg cute tomato 3 sungchan aegyo different cute,2020-10-10
427,sungchan collab jaemin,2020-10-10
429,shotaro hello im japan cutest ever seen welcome heart,2020-10-10
433,love omggggg,2020-10-09
435,haechan taeil tbh best choice making comfortable every members 3,2020-10-09
436,ahhhhh cute excited nct2020,2020-10-09
438,fact chenle winwin xiaojun watching episode happened,2020-10-09
439,welcome sun moon,2020-10-09
440,shotaro cute handle,2020-10-09
441,lucas nct u bias hendery wayv bias haechan dream bias taeyong 127 bias sungchan nct 2020 biased,2020-10-09
442,rlly first introductions thwy immediately let bunch embarrassing shit shotaros aegyo actually adorable tho,2020-10-09
443,shotaro cutieeeee,2020-10-09
444,shotaro bias wrecking hmmm,2020-10-09
446,really looking forward shotaro sungchan nct 2020 fighting,2020-10-09
447,shotaro sexy charismatic dancing soft real life cant huhuhu cute,2020-10-09
449,thinking yuta,2020-10-09
450,petition sungchan live 10th floor completely unleash inner chaotic self,2020-10-09
456,sungchan quick tip run away haechanie happy saying loyal yuta shotaro appears living best life ruining bias list,2020-10-09
457,moon taeil perfect,2020-10-09
458,love keep saying shotaro speak nihonggo cuz probably yuta talk japanse anymore cuz much well spoken korean mark haha likely better also thn johnny hehe talks mother korean lololol,2020-10-09
460,way haechan giggles,2020-10-09
461,haechan giggles aight,2020-10-09
462,sungchan shotaro joined nct haechan welcome new victims,2020-10-09
464,4 08 thx later,2020-10-09
465,god absolutely adorable like something makes wanna put em pockettt theyre cuteeee,2020-10-09
467,thank haechan making new members feel comfortable around really like sunshine smile jokes makes everyone feel ease,2020-10-09
468,really lookin forward two,2020-10-09
469,shotoro started dancing getting flashbacks tiktok,2020-10-08
470,ummmm thought sungchan gonna vocalist lmfaooooo,2020-10-08
471,shotaro screams kawaii,2020-10-08
472,say love sungchan even really know yet,2020-10-08
474,sungchan gonna turn another jungwoo rate,2020-10-08
475,ahhhhh really haechan giggleess sound like angel giggleessss,2020-10-08
476,welcome shotaro sungchan support,2020-10-08
477,omg neo,2020-10-08
478,haechan natural intelligent talent mc keep healthy hwaiting gbu,2020-10-08
479,hyuck aegyo winwin pretend cannot see,2020-10-08
483,bruh anymore shotaro looks cute shy tiktoks paint diff story,2020-10-08
485,dare see jaemin jungwoo sungchan aegyo battle,2020-10-08
486,love,2020-10-08
487,oh oh sungchan deep ass voice,2020-10-08
490,sungchan shotaro love,2020-10-08
491,shotaro effin cute wanna squish,2020-10-08
492,members video cute winwin heart kkkkkk sorry bad english,2020-10-08
493,sungchan really visual member,2020-10-08
495,omg im looking forward becoming chaotic others,2020-10-08
497,shotaro cute dance well wow excited see suchan debut nct 2020 cute talented,2020-10-08
498,thank god stand nct debut everything like time least knew members age older imagine stanning lol young,2020-10-08
499,sungchan definitely visual loooks naturally cute shoatro good dancer,2020-10-08
501,ohhhh funny haechan treat sungchan hardly funny though wish see sungchan funny person like fullsun hope fullsun help fighting new members cute,2020-10-07
505,str3aming guidelines take note comeback near search mv manually ex nct mv title watch mv till end least 720 p higher volume level mute share link sns fb twitter ig etc log like comment log streaming make things easier change accounts also okay str3am logged use words str3am str3aming commenting use playlist 24 hours 24 hours okay use multiple tabs laptop pc use browsers instead skip ads clear browser cookies history often recommend least every 30min replay watch mv watching watch 3 4 videos betweeen watching yt counts spam get deleted views feeze str3am continuously loop comment emojis speed mv pause stop video watch whole video rewind use incognito mode use bots extensions increase views sure views freeze mind continue str3aming counted long str3am correctly let work hard boys yall free copy share others pls,2020-10-07
506,well see two new members shy type gonna like dreamies chaotic unit lol,2020-10-07
508,shotaro breathe aww adorable,2020-10-07
510,rooting guys,2020-10-07
511,eyo ofc shotaro knows damce like tiktok,2020-10-07
512,uwu shotaro sungchan adorable respectful thier hyung looking forward,2020-10-07
515,shotaro smile contagious,2020-10-07
516,str3aming guidelines take note comeback near czennies search mv manually ex nct mv title watch mv till end least 720 p higher volume level mute share link sns fb twitter ig etc log like comment log streaming make things easier change accounts also okay str3am logged use words str3am str3aming commenting use playlist 24 hours 24 hours okay use multiple tabs laptop pc use browsers instead skip ads clear browser cookies history often recommend least every 30min replay watch mv watching watch 3 4 videos betweeen watching yt counts spam get deleted views feeze str3am continuously loop comment emojis speed mv pause stop video watch whole video rewind use incognito mode use bots extensions increase views sure views freeze mind continue str3aming counted long str3am correctly let work hard boys yall free copy share others pls,2020-10-07
519,winwin handle aegyo,2020-10-07
522,shotaro shy shy baby,2020-10-07
523,shotaro cute,2020-10-07
525,shotaro u r cute whyyyyy,2020-10-07
527,taeil love something intense sungchan aight bet,2020-10-07
528,sungchan handsome maknae line heart,2020-10-07
529,sungchan wildin already,2020-10-07
530,sungchan shotaru adorable noona wants adobt two,2020-10-07
532,shotaro voice real thing think pluffy,2020-10-07
533,ready shotaro language barrier hahahaha,2020-10-07
535,wow shotaru looks hot dancing,2020-10-07
536,shotaro cute love smile,2020-10-06
538,cringe taeil shotaro aygeo cute fr,2020-10-06
539,wait till sungchan gets comfortable show chaotic energy also shotaro cute,2020-10-06
540,love shotaro smilee cutee,2020-10-06
542,shotaro like jisung dances charisma real life cute,2020-10-06
546,see winwin xiaojuns eyes looks like shotaro might joining wayv,2020-10-06
548,cute,2020-10-06
549,nooooooo aegyo heart cant copeeeeee,2020-10-06
551,xiaojun look cute smiling backstage 333,2020-10-06
552,xiaojun look cute sexy smiling backstage,2020-10-06
553,,2020-10-06
555,already watched video like 2 times came 3rd one read comments nctzens never disappoint,2020-10-06
556,sorry see xiaojun side profile mean please,2020-10-06
557,omg sungchan aegyo dead,2020-10-06
558,thinking sungchan gives jaejoong vibes mean looks,2020-10-06
560,love everyone hyped everyone aegyo moments even cringe jfhdjdks donghyuck whipped reaction taeil aegyo giggle love,2020-10-06
561,love love love words love,2020-10-06
563,fact sungchan mystery nct makes much intresting,2020-10-06
564,shotaro sweetie brightest smile omg excited see,2020-10-06
565,get sungchan tiddy shake aegyo ever since watching ep looks around see renjun watching make sure also proceeds die sungchan shotaro coz goddamn bias wrecker material,2020-10-06
571,keep repeating sungchan part aegyo cute stand,2020-10-06
572,finally yuta friend talk japanese forget mother languange,2020-10-06
575,happy members,2020-10-06
576,sm showing another sungchan shotaro talents,2020-10-06
577,honestly little bit affraid like new members since hate rotation infinite members system nct seeing new members constantly introduced actually interesting lol,2020-10-06
578,lol haechan soft new members let see long keep like,2020-10-06
579,forget like subscribe share comment,2020-10-06
582,sungchan rapper oh gosh fallen even love,2020-10-06
585,sungchan basically another johnny lucas jeno please im ready,2020-10-06
591,take minute talk handsome cute shotaro cute idk wait see talent,2020-10-06
592,shotaro like showki son,2020-10-06
595,streaming guidelines take note comeback near search mv manually ex nct mv title watch mv till end least 720 p higher volume level mute share link sns fb twitter ig etc log like comment log streaming make things easier change accounts use playlist 24 hours use multiple tabs laptop pc use browsers instead skip ads replay watch mv watching watch 3 4 videos watching yt counts spam get deleted views feeze comment emojis speed mv pause stop video use incognito mode use bots extensions increase views sure views freeze mind continue streaming let work hard boys yall free copy share others please,2020-10-06
599,much cuteness one video,2020-10-06
600,boi lie else squealed legs gave haechan aegyo come guys,2020-10-06
603,happy started stan nct shotaro eye smile saved pandemic,2020-10-06
604,much camera flash,2020-10-06
606,gonna lie half expecting shotaro renegade tiktok dance haha,2020-10-06
607,sun moon really meant huh think yep def meant bee,2020-10-06
608,one talking abt cute shotaro voice,2020-10-06
611,live haechan giggles chenle let haechan breathe even stage,2020-10-06
614,yo drinking water haechan aegyo almost spitted,2020-10-06
616,yup giving love 2new members uwu wait,2020-10-06
619,sungchan first time aegyo already like,2020-10-06
620,4th time watching still funny,2020-10-06
623,awe happy yuta another japanese member around,2020-10-06
632,think like chataro cute,2020-10-06
635,shotaro cute,2020-10-06
637,please every single one cute,2020-10-05
638,dream cute little b nctzen able see shotaro sungchan dream aegyo aish often 23 cute tell lucas post photo sexy say hot guy sm,2020-10-05
639,please cute,2020-10-05
640,cute awkward ahhhdhdhfbrudjrjdkd,2020-10-05
641,winwin cute 2hand embarassemnt aegyo,2020-10-05
642,aegyo adorable get even 2hand embarassment,2020-10-05
643,xiaojun winwin chenle cute audio 3 nice put scenes reacting,2020-10-05
644,haechan 4 00 throw aegyo lmao,2020-10-05
646,haechan literaly throw kills meeee,2020-10-05
647,haechan 가세요,2020-10-05
650,taeil chenle besties need chenle haechan taeil trio slay us vocalssss fun savage contentssss,2020-10-05
651,taeil smol seat heart hurts c,2020-10-05
652,first sungchan barks shakes,2020-10-05
653,fact im 2 days late,2020-10-05
654,shotaro cuteeeeee,2020-10-05
655,whipped shotaro,2020-10-05
656,seriously thought person world 5 push ups without feeling like would die lmao nice know haechan struggle,2020-10-05
657,hyuckil best emcees think,2020-10-05
658,haechan hilarious wow look young fresh,2020-10-05
659,2 02 renjun left chat,2020-10-05
660,await arrival doyoung johny jungwoo jaehyun yuta,2020-10-05
663,chenle said much comment omg chenlee dont know lazy people write dilligent watching,2020-10-05
664,tadinhos haechan please aegyo cute anymore cringe,2020-10-05
665,like haechan says good night adorable,2020-10-05
667,cant wait day sungchan shotaro unleash chaotic side like one unspoken requirements needed enter ncity really feel really fun looking forward 2 new babies,2020-10-05
668,swear shotaro sooooooo cute,2020-10-05
669,cuuuute winwin shouting kiyowo taeil aegyo miss winiiiiil much tt,2020-10-05
673,sungchan definitely 10th floor energy,2020-10-05
675,okay things get comfortable trust sungchan hyuck srs fav ship among nctzens mark words,2020-10-05
676,threw phone sungchans aegyo bear,2020-10-05
677,wait see performance,2020-10-05
678,favorite duo sun moon haechan taeil,2020-10-05
679,nct good till cant choose bias,2020-10-05
680,love mc haechan,2020-10-05
683,think sungchan look like lee know look think personality look like see,2020-10-05
684,never thought would see idol gag camera best thing ever periodt,2020-10-05
687,came 93xxxxx times see uwu hamster boy shotaro uwu handsome wrecker boy sungchan course cute duo sun moon crazy lol,2020-10-05
688,taeil actually best cute,2020-10-05
689,stay loyal bias _ ot23 wrecking bias list,2020-10-05
694,love way taeil always said say japanese shotaro,2020-10-05
695,shotaro need aegyo smile job,2020-10-05
696,4 09 instantly remembered jaehyun aegyo like,2020-10-05
700,haechan said nobody beat argyo mind jaemin see lyrics,2020-10-05
702,love already cute,2020-10-05
703,look likes hechan said put ngina 1 36 hahahhahhahahhahha,2020-10-05
705,cute shotaro,2020-10-05
706,haechan said look young fresh filozens like whaaaaat lol sound like putang ina filipino swear cuss,2020-10-05
707,two boys cutest omg,2020-10-05
711,like think taeil trying extra hard aegyo winwin watching,2020-10-05
712,prez chenle pulling haechan leg,2020-10-05
713,yoop sun moon new memberrr,2020-10-05
715,japanese members bright healing smile killing,2020-10-05
720,welcome shotaro sungchan really cuteee,2020-10-05
722,haechan taeil good mcs bounce perfectly,2020-10-05
723,wait giggling winwin crushing sungchan,2020-10-05
724,literally excited nct 2020 new members also moment appreciation taeil beatboxing,2020-10-05
726,haechan gagged aegyo tho send halp yall cant stand love much,2020-10-05
727,shotaro cute eye smile,2020-10-05
730,shotoro succeded becoming seventh nct bias seven biases nct ten haechan jeno lucas mark yuta shotoro,2020-10-05
731,love sooooooo muchhhhhhhhhhhhhhhhhhh,2020-10-05
732,cutee,2020-10-05
733,haechan saying arms shake 5 push ups even one hahhahaha,2020-10-05
734,hyuckil cutest babies,2020-10-05
740,yangyang jisung kun chenle xiaojun hendery mark lucas sungchan shotaro thank supporting us hwight haechan please leave,2020-10-05
742,good baby huh dear like others poor taeyong hyung,2020-10-05
743,thank god alone room fr screamed real loud sungchan aegyo,2020-10-05
746,bring mic sungchan bby,2020-10-05
748,smell shotaro sungchan going wayv edit know opinion,2020-10-05
749,please future please let shotaro sungchan aegyo please rolling floor stop smiling cute please,2020-10-05
750,shotaro cute stop smiling sungchan cute voice adorable,2020-10-05
751,shotaro sungchan fighting,2020-10-05
752,knew sungchan fit right nct aegyeo shotaro need bring inner know actually wild,2020-10-05
754,baby nct learn nct system doyoung hyung,2020-10-05
756,let talk winwin omg handsome,2020-10-05
757,shotaro cute literally tears right wanna wrap blanket give milk son great already sungchan handsome akkk,2020-10-05
762,haechan bragging started channel aim running short time become huge hit chenle many views haechen hushhh,2020-10-05
763,fun funny watch sun moon really best duo mcs,2020-10-05
764,chenle butting ruin haechan every chance got nct dream boys really close,2020-10-05
766,taeil aegyo taeil maknae one could change mind,2020-10-05
767,sungchan potential ult ngl,2020-10-05
768,sun moon one best host know entertain guess audience new memebers sungchan shotaro seems interesting wait see got far soo good,2020-10-05
769,sungchan wtf expect lmaoo love alrd,2020-10-05
772,shotarooo u look cute omg heartttt malted,2020-10-05
774,haechan taeil beatbox us taeil beatbox work art haechan taeil aegyo best world find man praises public like haechan praises taeil,2020-10-05
775,aegyo battle jungwoo jaemin haechan seungchan,2020-10-05
777,precious,2020-10-05
778,love considerate haechan taeil letting shotaro speak native language,2020-10-05
779,sorry jesus christ xiaojun looks good,2020-10-05
780,guys sorry realizing late curiosity broadcast sun moon haechan taeil name hae sun korean moon taeil surname,2020-10-05
786,omg embarrassing xd,2020-10-04
789,nct aegyo masters winwin chenle watching gold,2020-10-04
790,haechan good mcing see lot variety shows well also glad taeil getting attention comeback sweetheart sungchan aegyo funniest aegyo ever seen quick effective,2020-10-04
791,showing aegyo important idol one sungchan,2020-10-04
792,amount times im watching,2020-10-04
793,way haechan looks sungchan shotaro,2020-10-04
794,please chinesse line please,2020-10-04
797,shotaro confident dancing going slay freestyle dance someone ask dance variety show,2020-10-04
798,shotaro come smooch,2020-10-04
799,honestly happily support,2020-10-04
800,haechan cute inlove,2020-10-04
802,okay anyone noticed haechan became soft compared sun moon episodes,2020-10-04
804,know shotaro waiting moment get demon want say happens wonderful time meeting guys,2020-10-04
806,296 person disliked ones used ot23 love shotarooooo sungchaniie,2020-10-04
808,3 59 love kid much words describe,2020-10-04
809,seems like haechan really like shotaro,2020-10-04
810,wait winwin,2020-10-04
814,make someone adorable like haechan call ugly type away,2020-10-04
815,someone dare tell hate haechan fight make watch everything haechan,2020-10-04
816,say know reason died haechan giggle like cute 4 51,2020-10-04
817,sungchan fits right nct equally good looking weird everyone group good god shotaro adorable transforms starts dancing duality,2020-10-04
819,anyone knw old shotaro curious kid born cuteness,2020-10-04
820,shotaro really making swerve lanes like man adorable,2020-10-04
821,think crush shotaro cutie sexy hehe,2020-10-04
824,aegyo essential damn straight fact,2020-10-04
825,appreciate half china line giving love support new members,2020-10-04
827,haechan says best aegyo immediately started thinking nana think appears sorry taeil bit disappointed,2020-10-04
829,love sungchan shotaro growing fast af hope nctzen love support much love support nct members,2020-10-04
830,4 08 wanna comment come back every time,2020-10-04
832,omg sungchan freaking handsome,2020-10-04
833,best duo,2020-10-04
834,yuta thrilled japanese member,2020-10-04
835,shotaro cuteee,2020-10-04
839,haechan voice sounded like cold,2020-10-04
840,loving segment,2020-10-04
842,loving segment,2020-10-04
843,haechan taeil making comfortable babies,2020-10-04
845,expect level aegyo sungchan lol guy ready prove,2020-10-04
846,know shotaro tiktok king,2020-10-04
847,seriously 6 minutes enough make day,2020-10-04
848,really love sungchan shotaro fighting spirit humble meek ready give time know position wonderful group joined believe really know gravity nct member ready prove worthy,2020-10-04
849,taeil check tho xd,2020-10-04
