,text,date_published
305,nervous yangyang cutest,2020-10-01
306,staff came segment give raise,2020-10-01
307,nct boy incredible hardworking person,2020-10-01
308,fyi intro video paper plane nct 127 gosh realized minutes ago 6 days looking,2020-10-01
309,yooo name song beginning 0 mile first one,2020-10-01
310,waited long watch finally 3 3 3 love yah sun moon,2020-10-01
312,haechan baby sun teletubbies ๑ ₃ ๑,2020-10-01
313,always love jisung talking voice really deep adorable time,2020-10-01
314,always love jisung talking voice really deep adorable time,2020-10-01
315,okay one ever younger baby jisung got,2020-10-01
316,00 line interaction juseyo,2020-10-01
320,see three maknaes babies one younger jisung,2020-09-30
324,crying finally wayv nct channel,2020-09-30
325,new nctzens finally know oldest youngest haechan taeil four seasons youngest new nctzens,2020-09-30
327,wonder something jisung needs acording haechan lol besides obedient,2020-09-30
330,think haechan whipped baby yangyang haechan uri yangyang yeah yangyang,2020-09-30
331,yangyang wayv baby love baby feel like wayv wayzennie babying yangyang enough baby yangyang little shy awkward around another baby playful spoiled sweet kid around wayv gege happy wayv finally unites whole nct family oblivious status nct members finally ade loud clear,2020-09-30
332,wayv members good speaking korean,2020-09-30
333,chenle maknae line also,2020-09-30
334,love content,2020-09-30
336,donghyuck many times say tired haechan,2020-09-30
337,brotherhood nct precious,2020-09-30
338,kept cooing whenever one talks becoming old,2020-09-30
339,yangyang looks calm enjoy last,2020-09-30
340,putting watching bc thought explode see biases one frame well explode swell joy bc cute,2020-09-30
342,jisung baby,2020-09-30
344,feels like better place shoot sm standard though windbag whatever calls almost flat,2020-09-30
345,youngest member nct whole oh baby jisung believe watching growing since sm rookies,2020-09-30
349,yangyang handsome taeil looks good taeil still look young cute dear,2020-09-30
350,prove wayv part nct say otherwise sorry theres chance,2020-09-30
351,notifications activated youtube never notifies arrive early jrkwokdl,2020-09-30
353,air signs 0,2020-09-30
354,1 10 wtf xd moan,2020-09-30
356,love jisung yangyang expect thats,2020-09-30
357,yangyang jisung trio never knoew needed,2020-09-30
358,telling gonna wayv mct interactions 2 months ago literally creating ahhhhh wow things reallt go fast,2020-09-30
359,still watching video,2020-09-29
361,omg never would thought day would come ahh nct interactions live,2020-09-29
362,one gonna talk jisung scared 0 49 nctzens _ even surprised,2020-09-29
363,wayv study korean lol well educated daaamn,2020-09-29
370,full uwus,2020-09-29
373,yangyang speaks korean sounds like baby want speak korean moree uwu,2020-09-29
375,special place heart wayv different yangyang already cool cute time,2020-09-29
376,yangyang said choose eat haechan jisung like wait allowed lol,2020-09-29
378,haechan youngest taeil 𝙁𝙚𝙚𝙡𝙞𝙣𝙜 𝙤𝙡𝙙 𝙤𝙣 𝙩𝙝𝙚 𝙞𝙣𝙨𝙞𝙙𝙚,2020-09-29
380,sun moon please,2020-09-29
381,long nails palms beginning bleed cuz keep clenching fist contain cuteness kskdjfkdmjekdjlsjfl 2 main biases side side fuck live yangyang jisung interaction,2020-09-29
386,whole nct 2020 thing still feels like fever dream,2020-09-28
387,remember czennies joked taeil yang yang looked alike first introduced sitting together talking feel old yet,2020-09-28
388,taeil hair style suits lot cute,2020-09-28
389,gonna real honest right get nervous anxious whenever kind shows appear like happy see babes nct127 nctu nct dream wayv together also scared awkward course meant since 23 guys still x always pause video every two seconds close window gather feel okay start even know actually worst wait rather watching one go still hard lol finally finished one despite wanting watch since first day,2020-09-28
391,yangyang pick choose food whatever want jisung haechan could look disbelief face also jisung haechan way wayv dorm,2020-09-28
393,istg love everything u guys,2020-09-28
396,love haechan curly hair sm,2020-09-28
397,would pay see 23 members big house lil thing kind like nct life 23 sm please make happen thanks,2020-09-28
398,haha ily guys,2020-09-28
400,sun real light hand beautiful imitation sun original sun prefer moon night moon cannot shine without reflection sun moon laugh shine like sun look white color middle moon think trapped,2020-09-28
402,hearttt yang yang adorable baby,2020-09-28
404,jisung let tell u im hard time days haechan p e k w e l,2020-09-28
405,yangyang wayv free food hyungs jisung nct dream oldest,2020-09-28
407,4 39 yangyang lemme rip open shirt performing tiktok stage,2020-09-28
410,haechan wayv members considerate oh yeah really reminisces one time ten xiaojun harry potter versus voldemort wand fight vlive,2020-09-28
411,shy yangyang common nctzens need cherished,2020-09-28
412,nctzens reminder forget stream vote nct amazing comeback groups blackpink txt twice svt october want us regret please least try help nct guide streaming voting https twitter com nctsmtown_vote status 1306708828394848258 20,2020-09-28
413,taeil members think meet today haechan 127 dream maybe wayv basically nct 2020,2020-09-28
414,let plz talk majestic taeil looks like blue color,2020-09-28
417,maknae wayv maknae dream,2020-09-28
418,cutest content ever swear,2020-09-28
419,yangyang cute would die,2020-09-28
421,nctzens wayzennies thread teaches vote nct 2020 secure wins https twitter com neoglobalteam status 1307832327696003072 21 https twitter com neoglobalteam status 1307832327696003072 going huge groups october please work hard nct 2020,2020-09-28
423,lolololol wayv treat yangyang well nct dream makes jisung pay food dkdbxkdbak888811,2020-09-28
424,love seeing unite one omg cri,2020-09-28
425,first taeil looks fu king cute wow yangyang korean really good must studied alot,2020-09-28
430,jisung getting scared dragonfly beginning already cracks,2020-09-28
431,call inactive czennie came first ep 2 watching,2020-09-28
433,wait chenle,2020-09-28
435,nctzens wayzennies thread teaches vote nct 2020 secure wins https twitter com neoglobalteam status 1307832327696003072 21 https twitter com neoglobalteam status 1307832327696003072 going huge groups october please work hard nct 2020,2020-09-28
436,really hope haechan yangyang would lot opportunities work together chaotic sure lol,2020-09-28
439,yangyang best time life maknae meanwhile two complains members lol,2020-09-28
440,0 52 oh gosh forever maknae huhuhu,2020-09-28
441,hi yangayang hahahaha,2020-09-28
443,omg r getting nct 2020 halloween bc 2018 haechan taeil also host 0,2020-09-28
444,believe still missed videos even school,2020-09-28
446,sun moon,2020-09-28
447,wait yangyang haechan get comfortable around everyone,2020-09-28
448,yangyang polite looool sun moon pictures cute,2020-09-28
449,ok taeil hot tho damn,2020-09-28
451,short,2020-09-28
452,hc okay youngest member umm continue work hard tl um hc huh,2020-09-28
454,maknae line cute,2020-09-28
457,funny lol,2020-09-28
458,unrelated filming lumberyard lol,2020-09-28
459,throughout 6 29 min video smile happy see nct units interaction,2020-09-28
460,cute loveit,2020-09-27
461,crossover interaction haechan yangyang anticioated event kpop year wait see,2020-09-27
462,yangyang really sunniest kid omg haechan like ray sunshine love seeing together,2020-09-27
463,omg yangyang nct daily first wayv member,2020-09-27
464,yangyang get choose eat heachan cut cameras deadass,2020-09-27
468,favorite show stan sun moon periodt,2020-09-27
469,crying nct interact members,2020-09-27
470,want ear accessories,2020-09-27
472,get yangyang wanted cool maknae shirt live like process,2020-09-27
473,next 00l,2020-09-27
474,smile sun shine haechan face really make happy,2020-09-27
475,aaaaaaa happy cause yangyang nct daily likes dream real hsjshsjd,2020-09-27
476,youngest coolest yangyang literally lightskin,2020-09-27
477,1 53 yangyang hyuck scene much im used bias line together,2020-09-27
478,haechan said yanyang heart went boomboom,2020-09-27
479,bless yangyang soul seriously hes cute im soft,2020-09-27
481,shock whole video look like angles,2020-09-27
482,haeechan amazing boy really love everything times show fun boy take care,2020-09-27
483,talk comfortable haechan made sure yangyang feeling caring love 00 line interactions,2020-09-27
484,yangyang first wayv member nct daily,2020-09-27
485,want,2020-09-27
487,johnny kun old men trio nct,2020-09-27
488,haechan sounds like flu,2020-09-27
489,haechan free spirited kid,2020-09-27
490,haechan welcome sun moon haechan brain welcome playground,2020-09-27
494,yangyang decide eat jisung wait damn minute haechan cut cameras deadass,2020-09-27
499,oh taeil biaswrecker look good,2020-09-27
501,love sm listening fans well,2020-09-27
503,babieess cuutteee esp taeil maknae,2020-09-27
506,rumors haechan jisung joining wayv,2020-09-27
507,yang yang want called cool somehow make feels radiating baby energy among lol,2020-09-27
508,want see nct2020 play yaja time want know react teased evil maknae jisung,2020-09-27
509,nct 127 ncy dream wayv bias video,2020-09-27
511,haechan youngest members ta3il,2020-09-27
514,handsome,2020-09-27
516,please bring back yangyang whole 00 line,2020-09-27
519,taeil holding laugh haechan said maknaes ahah,2020-09-27
520,thought disbanded xd met like already wayv fighting,2020-09-27
521,umm yangyang think already showed us grown cool side,2020-09-27
523,since comeback 23 group become known worldwide definitely busy different shows projects stay strong guys support end nctizen philippines,2020-09-27
524,0 31 cant help laughing haechan sun,2020-09-27
525,want video long jisung yangyang really cute haechan,2020-09-27
526,seeing interactions,2020-09-27
527,love sun moon also late night punch punch show doyoung jungwoo best mc nct,2020-09-27
528,prepared jisung hyung never,2020-09-27
530,23 seconds already crying cute maknaes,2020-09-27
531,ohmy sm love us,2020-09-27
533,4 48 wow rlly took heart,2020-09-27
534,heachan continue work hard taeil ay cap,2020-09-27
535,speak wisely heachan 2020,2020-09-27
537,yangyang said everyone calls cute two thing head 1 flashback ten members calling yangyang cute could understand 2 could never understand feeling live uk figure,2020-09-27
538,know laughed hard haechan asked members get polite way make someone leave,2020-09-27
539,jisung calling hyung ah hyung jisung calling chenle ya zhong chenle,2020-09-27
543,1 46 hear nationv instead weishenv,2020-09-27
544,miss taeil thankyou,2020-09-27
546,yangyang hendery xiaojun jcc please,2020-09-27
548,wayv member much goodd attitude hope get treat better,2020-09-27
551,nice see interact heart happy 3,2020-09-27
553,really really 좋아요 see nct one frame 127 dream wayv hope nct ot 23 get reality show,2020-09-27
555,2days sun moon got 1m keep boys,2020-09-27
557,stop watching,2020-09-27
564,dream move wayv dorms anytime,2020-09-27
565,editing cute yangyang smile sunshine,2020-09-27
566,maknae entire nct cried,2020-09-27
568,think thought never get,2020-09-27
570,stop watching uri yangyang look adorable,2020-09-27
571,next guest shotaro sungchaaaaaaaaan please,2020-09-27
572,haechan sounds like catching flu,2020-09-27
573,actual maknae taeil,2020-09-27
575,excited nct 2020 comeback,2020-09-27
579,nctzens thread teaches vote nct 2020 secure wins https twitter com nenojenolee status 1309230373675642882 21 going huge groups october please work hard nct 2020,2020-09-27
580,need episodes wayv,2020-09-27
581,haechan thank coming haechan leave best since humor,2020-09-27
582,wayv nct 127 dream like dream love guys,2020-09-27
583,feels like dream love yangyang,2020-09-27
584,jisung proudly introducing dream maknae nct maknae really gets saying really likes name maknae ohmygod jisung forever maknae please,2020-09-27
585,ohmygod ohmygod finally nct wayv video jfhdksk absolutely shock donghyuck jisung faces yangyang said got choose meals fjdjkdjsls 127 dream hyungs please give chance maknaes well fjdjdhdk,2020-09-27
586,ur location like zombie apocalypse,2020-09-27
588,0 42 pauses video enjoy sight jisung yangyang standing next,2020-09-27
589,nctzens going huge groups october please work hard nct 2020 thread teaches vote nct 2020 secure wins https twitter com nenojenolee status 1309230373675642882 21,2020-09-27
591,wait guys want believe hyuck yangyang place caused disaster,2020-09-27
592,way haechan jisung ready move wayv dorm,2020-09-27
593,poor haechannie sounds poorly,2020-09-27
594,wayv treat yangyang like child let annoying probably let choose meal cause annoys wayv let weird annoying,2020-09-27
595,hiding even said likes called maknae day actually comes maknae set path fire everywhere go,2020-09-27
596,proud yangyang complete talented idol impeccable rapper wonderful vocalist excellent dancer great look cute caring funny captivating sweet always attracts attention performing stage devastates stage strength love music hardworking dedicated person biggest yangyang stan world always love support baby yangyang,2020-09-27
597,need content 96 line 97 line 99 line 00 line,2020-09-27
598,haechan yangyang 00s vlive please,2020-09-26
600,way video 1m views 2 days nctzen waiting wayv debut nct daily hahha,2020-09-26
602,wait see winwin,2020-09-26
603,jsskls yangyang jisung aaaaaa cant,2020-09-26
605,4 53 man killed us performing open shirt,2020-09-26
606,funny difference nct wayv makes laugh lot since know groups treat love kind interactions thank u nct2020,2020-09-26
608,jisung saying like called youngest im crying still maknae period,2020-09-26
609,calling nctzens boys worked hard nct 2020 project let must also work hard secure wins deserve since many comebacks month october must really best willing help raise funds nct 2020 promotions streaming project please check tweet let unite help boys https twitter com nctdw127_genie status 1308763345202237442 21 https twitter com nctdw127_genie status 1308763345202237442,2020-09-26
610,calling nctzens boys worked hard nct 2020 project let must also work hard secure wins deserve since many comebacks month october must really best willing help raise funds nct 2020 promotions streaming project please check tweet let unite help boys https twitter com nctdw127_genie status 1308763345202237442 21 https twitter com nctdw127_genie status 1308763345202237442,2020-09-26
611,4 45 sorry inform yangyang sir said cute,2020-09-26
612,yangyang want cool meanwhile ten come baby need spend time baby yangyang,2020-09-26
613,well behaved yangyang video ever seen life hahaha,2020-09-26
614,moon taeil beautiful walk face want,2020-09-26
615,ahh cute funny babies hae tae love show much,2020-09-26
616,literally focusing much taeil looks especially handsome,2020-09-26
617,1 million views already nct 2020 combined power yangyang impact nct daily love see,2020-09-26
619,yangyang looks like calm smiley sweetheart really gonna bring rest nct guards unleash devil huh,2020-09-26
620,forgot welcome sun moon haechan taeil started somebody tell meee,2020-09-26
622,debut yangyang nct daily,2020-09-26
623,yangyang like get choose eat jisung haechan hol cut cameras yangyang literally nothing bad maknae meanwhile jisung haechan relate yangyang cuz literally get beaten,2020-09-26
624,literally happy see yangyang first wayzenni whole nct want nct 00 line interaction,2020-09-26
628,lmao basically jisung maknae like yangyang mature hyung like haechan stay way,2020-09-26
629,use air sofa jisung yangyang already sitting mat,2020-09-26
631,,2020-09-26
632,love sm,2020-09-26
634,taeil pls stay cute,2020-09-26
635,stay cute haechan,2020-09-26
636,stay haechan,2020-09-26
637,haechan shifting roles 127 maknae dream hyung constantly funny,2020-09-26
639,also waiting chenji content come,2020-09-26
640,love segment,2020-09-26
641,yangyang haechan moment mission completed doyoung way meet awkward okay first know,2020-09-26
642,awsaz im still thankful got hyuck yangyang interaction,2020-09-26
644,waiting thissssss,2020-09-26
645,appreciate nct pd team totally created quality content putting idols fancy suits patch astroturf kind back lot juxtaposition already makes everything much funnier,2020-09-26
646,finally wayv channel,2020-09-26
649,content interaction waiting nct127 dream wayv one framemore contents like pls,2020-09-26
650,jisung cute,2020-09-26
654,hell lmfaoooo,2020-09-26
655,finally got see yangyang nct daily channel,2020-09-26
656,whats point vid act hahahahahhahshs,2020-09-26
657,next waittt,2020-09-26
658,yang yang spoke korean really great shocking proud,2020-09-26
661,fuck filming though eye,2020-09-26
662,yangyang decide eat jisung wait relate haechan wait second relate,2020-09-26
663,5 41 yangyang haechan heart love themmmm,2020-09-26
666,jisung haechan ready move wayv dorm,2020-09-26
667,bet floatie sofa discarded moment members done interview,2020-09-26
668,forest behind patch fake grass,2020-09-26
669,maybe next episode dark night time taeil haechan swap sitting places hehe,2020-09-26
670,sun moon love guys congratulations,2020-09-26
671,okay sun background cute soft aaaaaargh tt,2020-09-26
672,5 17 nope sorry taeil possibly get cuter,2020-09-26
673,haechan jisung ready move wayv dorm,2020-09-26
675,yangyang korean sexy,2020-09-26
676,someone said nct full time youtubers part time idols honestly agree spoilt fandom content aghase first deadass could never relate,2020-09-26
678,refreshing,2020-09-26
682,please awzas yangyang haechan,2020-09-26
683,omg intro chef kiss,2020-09-26
684,hella cute awwww,2020-09-26
685,nct full content like,2020-09-26
686,one realise something haechan voice overthinking huhu hope get sick worry take care health sunshine,2020-09-26
688,need content 00 line,2020-09-26
690,jisung amd yangyang two biases together omg,2020-09-26
696,haechan face sun really cute sm editor made good idea,2020-09-26
699,wait 00line 97line 01line 2kim brother leader unit,2020-09-26
700,line maknae haechan yangyang jisung real maknae taeil moon,2020-09-26
702,never get used jisung voice keep forgetting grew,2020-09-26
706,wayv members interacting nct members favorite thing ever,2020-09-26
707,yangyang maknae nice downside even pick eat taeil oh group nice considerate jisung haechan,2020-09-26
714,yangyang voluntarily unbuttoned shirt said make clap tik tok stage yangyang nail art needed gloves,2020-09-26
715,much attractiveness handle,2020-09-26
716,amazing see yangyang another nct members,2020-09-26
725,yessss maknae interaction im thriving,2020-09-26
727,way jisung ended sitting ground end video,2020-09-26
728,taeil face moon got choking,2020-09-26
729,0 48 oh jisung ah exactly always baby scaredy cat haha,2020-09-26
730,nct number 1 10,2020-09-26
731,talk yangyang wanted act hyung nct 2020 dongsaengs likeeee soooo sweet saw taking care jisung also saw smile entire video,2020-09-26
732,ok taeil looking good love taeil haechan chemistry forever ughh,2020-09-26
733,nice see yangyang nct daily,2020-09-26
734,background,2020-09-26
738,remember jungwoo joined spoke small font like shotaro loud cant wait till new bby gets comfortable like jwoo,2020-09-26
739,yangyang cute ansbshsbssbajsjjsjs,2020-09-26
741,lol way maknaes rlly top unit axjkx curious new nct u units gonna work ahh hyuck like jisung talks like treated way hyuck 127 lool,2020-09-26
743,attacking us soooo many videos year part tot,2020-09-26
744,better use nct 127 sun moon bgm show,2020-09-26
745,remember haechan said thinks yangyang feels older taeil thought also 1999,2020-09-26
746,way jisung got scared dragonfly reminds first saw living chick first time life nct life,2020-09-26
747,us coming accept realization n jisung could hyung got pranked turned hes still maknae lmao kinda felt like relief wants cherish youngest interesting lol,2020-09-26
748,first content haechan yangyang actually happened,2020-09-26
749,omg jisung sweet yangyang lol tryna hyung wanna see chenle fits,2020-09-26
750,cute omg,2020-09-26
751,going interview 21 members,2020-09-26
752,yangyang maknae get choose eat haechan jisung moving wayv,2020-09-26
753,sun moon edits sky funny kennot,2020-09-26
754,yangyang heart crying crying,2020-09-26
755,yangyang outfit superior,2020-09-26
758,one literally one jisung want put mic asmr wind clever boy clap,2020-09-26
759,adorable wondering going show segment like,2020-09-26
760,guys even realize firs wayv nct daily,2020-09-26
761,yangyang korean good proud,2020-09-26
762,way everyone shocked yangyang pulled fact chooses food lmfaokfsdkfd,2020-09-26
766,haechan,2020-09-26
768,cutenesses overload,2020-09-25
769,ok haechan taeil duo never thought needed,2020-09-25
771,got super one ads,2020-09-25
772,ouh okay one commenting taeil well yeah think used,2020-09-25
773,yangyangs korean sounds fluent native proud 33,2020-09-25
774,istg nct content best,2020-09-25
779,haechan always great mc love taeil goof job mc well like man awkward talk much confident knows create fun atmosphere proud baby,2020-09-25
780,way almost fell saw yangyang know nct2020 announced ago seeing together still makes soo excited,2020-09-25
781,things want comeback sm better make happen 2000 line vlive 1999 line vlive china line vlive hyung line vlive promote everyone mean everyone,2020-09-25
782,know sun really loves moon haechan keeps looking taeil talking pays close attention taeil said giggles time sitting close,2020-09-25
783,sm fire day finally giving taeil content exposure deserved making even better adding half sun,2020-09-25
785,way fucking screamed saw yangyang waiting moment since announced nct vision expecting,2020-09-25
786,feels like brand new world see wayv members nct members feels like dream,2020-09-25
787,jungwoo hendery together please,2020-09-25
788,stop rewatching haechan yangyang one frame makes happy,2020-09-25
790,making excited nct 2020,2020-09-25
794,seems make indonesian subtitles although understand like indonesia 50 percent indonesian language quite different malaysia example indonesia like taiwan malay like china,2020-09-25
795,thaisub,2020-09-25
797,fact indonesians watch show also audience bahasa malaysia malaysia needs create captions indonesia indonesian language similar malaysia like hope guys malay subtitle,2020-09-25
799,love confident haechan 3,2020-09-25
800,cutest maknae always taeil heart,2020-09-25
