,text,date_published
1947,0 23 hat thhat _both_ savage maknaes standing right next,2020-09-24
1948,seeing yangyang nct channel feels like dream love,2020-09-24
1949,jisung yangyang dancing corner heart okay,2020-09-24
1950,yangyang pls people could start calling cool ten baby,2020-09-24
1952,0 04 gonna talk haechan sun teletubbies snsn ik real sun also sm really pays attention edits cause even gave us 10th floor content,2020-09-24
1953,yangyang nct daily debut dreams coming true,2020-09-24
1954,yangie hyuckie video waiting,2020-09-24
1956,haechan maknaes let gather top secret meeting make nct hyungs life better taeil,2020-09-24
1957,hardest moment maknae jisung think none bcs treat like age haechan background us treat u like u one think act like age son,2020-09-24
1958,someone explain together like read nct 2020 divide differents units things like,2020-09-24
1959,love frame video,2020-09-24
1961,many want see interaction haechan yangyang ship name duo,2020-09-24
1963,yangyang happy felt comfortable together,2020-09-24
1964,haechan meet partner crime yangyang mischievous members,2020-09-24
1965,time haechan yangyang closer future might nighmare older hyung especially doyoung kun,2020-09-24
1966,1 12 still good hear,2020-09-24
1968,omg believe got show love chemistry,2020-09-24
1969,first episode maknae line next leader line taeyong kun assemble,2020-09-24
1970,cute see three youngest members mаknae unit oldest one lovely hyung moon taeil з,2020-09-24
1971,need cup coffee content 99 liners content,2020-09-24
1973,even imagine see jisung yangyang together screen happy see units interact 3,2020-09-24
1975,emotional seeing wayv finally nct channel hyuck x yangyang,2020-09-24
1979,jisung maknae nct dream maknae nct haechan maknae nct 127 yangyang maknae nct wayv meanwhile taeil oldest member nct,2020-09-24
1981,happen haechan voice,2020-09-24
1983,face taeil makes haechan says youngest members lmao,2020-09-24
1984,short,2020-09-24
1985,excited members become comfortable around eachother absolute chaos time,2020-09-24
1986,take hahaha beginning,2020-09-24
1989,way haechan said gaseyo leave,2020-09-24
1992,babies,2020-09-24
1993,need people like haechan life,2020-09-24
1994,finally 3 maknaes together,2020-09-24
1995,haechan talking normally yangyang freaking screaming trying catch breath literally dream since wayv debuted wanted see together still could believe happening love u nct2020 saved horrible year,2020-09-24
1996,seeing yangyang still feels like fever dream truly nct 2020 may best thing ever happened year,2020-09-24
1997,yangyang still toned know well wait super comfortable chaos ensue,2020-09-24
1999,love way haechan says oori yangyang wayv nct,2020-09-24
2000,haechan yangyang ten worst nightmare,2020-09-24
2002,wanna see 99 line 97 together show,2020-09-24
2003,finallyyyyy see yangyang right ㅠㅠㅠㅠㅠㅠ,2020-09-24
2005,cant believe started whole discussion youngest,2020-09-24
2006,taeil wayv members considerate jisung nice yangyang nod smile hahahahaha,2020-09-24
2007,yangyang welcome channel nct daily,2020-09-24
2008,taeil haechan mc one best things,2020-09-24
2012,look good taeil looks good,2020-09-24
2014,maknae line best,2020-09-24
2016,makes happy see yangyang everyone,2020-09-24
2018,wayv nct,2020-09-24
2020,editors love maybe much seventeen editors sun,2020-09-24
2021,born 2000 best hahaha know know,2020-09-24
2025,anyone else still used seeing nct interact w saw yangyang next renjun screamed,2020-09-24
2026,best show ever yup sun nd moon talking members,2020-09-24
2032,yangyang jisung duo sm melt heart makes planet greener,2020-09-24
2033,feels unreal,2020-09-24
2034,people say wayv nct fucking wake call,2020-09-24
2035,loveliest thing ever,2020-09-24
2037,happy see yangyang nct members wayv part nct also say reallllllly happy taeil lot content recently 3 love much,2020-09-24
2038,way haechan tells leave lmao,2020-09-24
2041,liu yangyang oh gosh happy see,2020-09-24
2042,still believe real feels like fever dream,2020-09-24
2045,yangyang straight sitting ground,2020-09-24
2047,boys using artificial grasses nctzens thats us,2020-09-24
2049,love fun,2020-09-24
2050,jisung scaredy cat running away dragonfly makes goddamn cute tho,2020-09-24
2051,nctzens wants nctzens gets power grasses even sm handle thank btw sm,2020-09-24
2053,distracted sun,2020-09-24
2056,going cryyy,2020-09-24
2057,yeah tantang welcome nct nct daily huhuhu fighting,2020-09-24
2058,markyang interaction asking already sm keeps listening grasses wants,2020-09-24
2061,omg something always wanted never knew needed,2020-09-24
2062,haechan taeil mc really great amazing chemistry excited future videos happy finally see subunits interact especially wayv,2020-09-24
2064,yangyang jisung flippin happy,2020-09-24
2068,say happy nctzens,2020-09-24
2069,wait next guests im loving interactions 3 3 3,2020-09-24
2071,wanted haechan yangynag screen longest time omg,2020-09-24
2073,appreciate taeil chill like look,2020-09-24
2075,haechan fullsun,2020-09-24
2077,omg idea wayv member fialy going strat featured omg imagine shocked face,2020-09-24
2078,content waiting looking forward amazing nct content,2020-09-24
2079,love love love,2020-09-24
2081,im ten seconds cutest content seen life sun moon crying,2020-09-24
2082,moon taeil love,2020-09-24
2084,jisung yang literally cutest duo,2020-09-24
2085,omg love together,2020-09-24
2086,love yangyang said maknae even intro chinese lol,2020-09-24
2087,looooool exactly love baby yangyang,2020-09-24
2089,know something taeil seems glowing audacity bias wreck hard rn smh lmaoo,2020-09-24
2090,taeil 4 59 made fall even pure sweetheart thought possible anymore literally cutest someone save please,2020-09-24
2091,taeil maknae,2020-09-24
2092,video short though please let us see interact,2020-09-24
2094,serotonin boost gave,2020-09-24
2095,never seen yangyang speak much korean foreign concept,2020-09-24
2097,think haechan tired haechan easy must bright always people always expecting win every game point allowed loose lighten mood time smart everything haechan,2020-09-24
2099,wait till haechan yangyang start playing together rip ten,2020-09-24
2100,members moonbyul youngsun guest obvious reasons,2020-09-24
2103,lol way tell yangyang spoiled wayv guys,2020-09-24
2105,sun moon best bromance ever,2020-09-24
2106,0 23 jumped bed screamed pillow breathe cried ive waiting ot21 long getting ot23 proud boys,2020-09-24
2107,cutie 3333333 sun moon 333,2020-09-24
2108,interview yuta winwin together would best two together sounds best,2020-09-24
2109,sarcasm haechan says always cracks,2020-09-24
2111,finallyyy see haechan yangyang interaction reallll,2020-09-24
2115,lee donghyuck 2020 thank leave,2020-09-24
2116,seen complaining loved,2020-09-24
2117,wow whenever see yangyang impressed beauty handsome wait let go show messy yangyang haechan perfect combination chaos kkkk,2020-09-24
2118,wayv always spoils yangyang really baby,2020-09-24
2121,sun bias moon bias wrecker sun moon dead,2020-09-24
2125,u guys know still cant believe tt,2020-09-24
2127,really said budget,2020-09-24
2129,yangyang call cute youngest german nctzens yo unser bruder ist wieder daaaa,2020-09-24
2130,fans already job trying keep nct days please assemble please let feel alone 2 25 work 8,2020-09-24
2131,glad bringing wayv know stuff sometimes feel distant nct least feel times really cute like good nct fashion show done really well nice title screen mics,2020-09-24
2133,finallyyy nct 2020,2020-09-24
2134,know sub unit coming haechan yangyang chaotic xd,2020-09-24
2135,member wayv member nct dream two members nct 127 sis never thought would see one video literally dream come true bfkfkfflflfllfflffllflrllflf,2020-09-24
2136,jisung listen everything hyungs say wanna,2020-09-24
2139,hyuckil best duo prove wrong,2020-09-24
2140,nctzens never bored,2020-09-24
2141,affirms jisung still baby nct,2020-09-24
2142,sungchan shotaro older jisung jisung forever maknae know change let cherish time maknae,2020-09-24
2144,yes wayv members others,2020-09-24
2145,first nct variety content wayv,2020-09-24
2148,legit started screaming happiness saw yangyang,2020-09-24
2149,3 maknaes one frame never thought see day also 0 43 yangyang holding tummy bc nervous,2020-09-24
2150,lmao love behind film set nct yearparty 2020,2020-09-24
2151,haechan witty,2020-09-24
2152,yangyang wanted cool uri ten kept babying cant yeeeeey finally got interaction,2020-09-24
2153,5 57 heachan leave leave peace,2020-09-24
2154,one see heachan sun think teletubies,2020-09-24
2155,way sm turning jokes demands real scarring,2020-09-24
2156,okay first im gonna said thank spoiling us sm luv ofc luv nct nctzen,2020-09-24
2160,haechan yangyang unit would disrupt entire space continuum,2020-09-24
2162,people say wayv nct,2020-09-24
2164,literally screaming,2020-09-24
2171,guys teletubbies sun baby grown old,2020-09-24
2173,nctzens one rare fandoms cry loud see members interactions,2020-09-24
2175,saw yangyang video units starts getting emotional screaming,2020-09-24
2177,0 19 memes bottom ahahha,2020-09-24
2178,short illegal,2020-09-24
2179,feels like dream seeing yangyang,2020-09-24
2180,haechan mean four seasons reference taeil,2020-09-24
2181,nct2020 kids wanted happen much willing film construction site,2020-09-24
2182,sun moon,2020-09-24
2183,yangyang baby happy see members nct love 3,2020-09-24
2184,haechan takes wayv name screeeaaammmsss,2020-09-24
2185,poo day cheered much taeil looks great styling,2020-09-24
2187,else screaming every time hear 127 dream members take wayv name cuz certainly cant keep shit together,2020-09-24
2188,jisung yangyang together waaa interaction waiting,2020-09-24
2191,1 42 taeil already gived haechan,2020-09-24
2193,0 30 jisung dancing already starting see johnnys influence,2020-09-24
2194,haechan living best life sun teletubbies,2020-09-24
2197,hyuck tired maknae tired haechan renjun tbs true self waaa tbh feel like true self actually really hard cause sometimes environment allow real soulmate thing respect,2020-09-24
2198,im living jisung yangyang content im happy,2020-09-24
2199,rlly getting spoiled everyday,2020-09-24
2200,make sun moon program haechanie taeil heart,2020-09-24
2201,everything never knew needed,2020-09-24
2202,cutest interview,2020-09-24
2203,taeil haechan jisung yangyang one frame let cryyy cuteee,2020-09-24
2204,yangyang gave maknaes ideas use unit especially food get choose eat,2020-09-24
2207,see yangyang lot shy expected first meetings since filmed earlier pretty sure feels comfortable omg baby swear gets comfortable enough haechan going quite duo,2020-09-24
2208,feel like watching puss boots three diablos cute istg especially taeil love said huh,2020-09-24
2210,mashaechan keep spirit stay healthy love,2020-09-24
2211,wow video even freeze since 2 hours ago lmao,2020-09-24
2212,excited see wayv units last segment channel,2020-09-24
2214,omg units maknaes one place love,2020-09-24
2215,finally wayv nct127 dream content,2020-09-24
2217,hahaa putting haechan face solar sistem,2020-09-24
2218,finally sort content wayv involved well,2020-09-24
2219,taeil haechan doyoung basically korean members mc leaders taking care foreign members sweet,2020-09-24
2220,lost count many times watched already still feels like fever dream finally get yangyang frame jisung haechan taeil nct daily channel,2020-09-24
2221,finally content fullsun annoying orange,2020-09-24
2222,sm heard prayers put yangyang haechan together one video t__t,2020-09-24
2224,telling get see mr sun mr moon interviewing 23 members,2020-09-24
2225,okay wait yuwin appear much ask,2020-09-24
2226,5 59 thank coming leave istg lee haechan,2020-09-24
2227,whoever came segment genius,2020-09-24
2228,wow thankyou sm workhard continue also new contents nct,2020-09-24
2229,yangyang haechan suit sm om personalities alike except yangyang seemed quiet reserved usually time need content,2020-09-24
2231,feels like dream believe im seeing two bias one frame like jisung yangyang sitting next talking,2020-09-24
2232,still believe really happening jisung yangyang frame surreal,2020-09-24
2234,omg lot asimilar mc sun moon yangyang haechan place x2 yangyang cute little thing world taeil oficial fake maknae move haechan confused status middle jisung pay food automatically sehun teach anithing uri sm maknae little disappointed,2020-09-24
2236,jisung feet long size shoes child wear omg,2020-09-24
2237,tbh yangyang quiet mature wants lol see dislikes cute title people assigned problem cute offer,2020-09-24
2238,people spoiled parents nctzens,2020-09-24
2240,yes mean yangyang still familiar members great,2020-09-24
2241,like dream come true see yanyang nct dayli omg,2020-09-24
2242,haechan thank coming leave,2020-09-24
2243,laugh every single second episode funnyyyyyy cant wait see epss,2020-09-24
2244,short need content maknae line cant wait see interactions,2020-09-24
2245,laugh every single second episode funnyyyyyy cant wait see epss,2020-09-24
2246,feels like dream,2020-09-24
2252,never expected pairing complaining,2020-09-24
2253,yangyang comment,2020-09-24
2254,ahhhh cuties,2020-09-24
2255,cant wait see maknaes bring headache kkkkkkk,2020-09-24
2256,jisung always obedient haechan hmmm indirectly mocking,2020-09-24
2257,yangangs korean goooood accent cute,2020-09-24
2258,finally see yangyang haechan together,2020-09-24
2259,like chemistry two mc,2020-09-24
2260,blink laughing hard haechan haechan end haechan ask jisung n yangyang leave damn savage haechan eomma taeil ask resolution bet haechan want skip question thanks eomma taeil stop lol ep make day need contents like,2020-09-24
2262,yall decide put 2 chaotic children together putting jisung yangyang together yeah,2020-09-24
2264,dreamed day aaah,2020-09-24
2266,tbh got distracted haechan full sun back replay video made want listen 5hinee replay went watch,2020-09-24
2268,congratulations cutie yangyang debut nct daily,2020-09-24
2269,cute,2020-09-24
2270,ok adore look handsome,2020-09-24
2273,interaction ive waiting omg finally haechan yangyang,2020-09-24
2274,many make videos like nct 2020 miss winwin taeil,2020-09-24
2275,taeil giving maknae vibes oldest uri four season maknae taeil yang squared adorable jisung really goddamn attractive hyuck lil cutie,2020-09-24
2277,omggg taeil haechan yesssss plz,2020-09-24
2278,season 2 hope leaders gather taeyong kun jeno mark representatives nct dream,2020-09-24
2281,taeil acting like teacher using mic far mouth except fact really hear taeil,2020-09-24
2284,cheesin hard watching literally waiting day see yangyang haechan together wait content,2020-09-24
2285,anyone proud ynagyang korean,2020-09-24
2286,really coming content expect would never expected,2020-09-24
2287,hearing haechan say wayv uri yangyang gets soft like deprived kind happiness year,2020-09-24
2290,taeil handsome hairstyle hair color,2020-09-24
2291,im literally excited everthing thats going dont even know react anymore like im happy im trying think normal,2020-09-24
2292,haechan feel tired haechan war flashback,2020-09-24
2295,get much content see even though kpop groups prefer completely disappear one comeback till next nct keeps giving us content watch matter busy,2020-09-24
2299,haechan annoying maknae always annoys hyungs yangyang spoiled brat maknae always gets wants jisung forever maknae nct nctzens,2020-09-24
2300,5 41 skin cleared crops watered hotel,2020-09-24
2301,weve asking yangyang haechann,2020-09-24
2302,construction site,2020-09-24
2304,idk screamed haechan said wayv,2020-09-24
2305,fantastic,2020-09-24
2307,sometimes subs helpful filtering natural things sinful eyes btw going upload another episode master moon need awsazyangyang haechan,2020-09-24
2308,cuteeeee,2020-09-24
2309,amount content get swear jisung still introducing maknae made smile hard,2020-09-24
2312,short,2020-09-24
2314,love taeil haechan much make feel warm happy please keep posting sun moon content,2020-09-24
2316,one talking abt edited haechan sun lmaoo,2020-09-24
2317,give two mic please lol,2020-09-24
2320,heachan leave,2020-09-24
2321,another haechan yangyang content please,2020-09-24
2322,help focused yang whole video fiiine,2020-09-24
2323,want,2020-09-24
2325,fact finally saw yangyang blending rest e h,2020-09-24
2326,woow passed superm teaser view,2020-09-24
2327,moment waiting haechan yangyang one frame,2020-09-24
2328,loving extra videos taeil year,2020-09-24
2329,ahh feels nice see together,2020-09-24
2330,believe saw yangyang heachan screen,2020-09-24
2331,okay know haechan appeared sun taeil moon felt like found answer reason haechan always mood booster reason always feel peaceful calm whenever see taeil yes sun moon,2020-09-24
2332,best thing happened 2020 nct2020 idk others 2020 best year,2020-09-24
2333,words yangyang spoiled older brothers wayv haha,2020-09-24
2334,favorite thing haechan mc asks question everyone gives everyone chance answer wants make sure everyone involved gets fair share time beautiful,2020-09-24
2335,better crossover hannah montana one zack cody,2020-09-24
2336,love seeing yangyang nct members cute,2020-09-24
2337,jisungvthe eternal maknae,2020-09-24
2338,please keep us waiting long,2020-09-24
2339,content waiting,2020-09-24
2340,yes yangyang interacting excited see wayv interacting everyone seems insane,2020-09-24
2341,feels like fever dreams coming true,2020-09-24
2343,guys first time see wayv member nct daily never thought day would come especially year wow happy yangyang seemed comfortable makes happy,2020-09-24
2344,believe days come videos like members released like dream come true czennies truly spoiled fandom,2020-09-24
2346,yangyang welcome nct daily,2020-09-24
2348,waiting jisung yangyang sit ground end,2020-09-24
2352,cute ㅠㅠ,2020-09-24
2354,haechan saying speak wisely jisung gave flashbacks told think speaking weekly idol,2020-09-24
2360,construction site,2020-09-24
2363,seriously watch wayv shows members nice yangyang like little son even yangyang always bothering never angry power yangyang,2020-09-24
2364,think taeyong kun give interview together,2020-09-24
2365,dreams come true yangyang haechan,2020-09-24
2367,long live yangyang first wayv member included nct official content,2020-09-24
2368,yang yang jisung cute finally wayv nct together,2020-09-24
2370,every words come heachan like spot meaningful whatever describe words lol,2020-09-24
2371,never thought would see day amazing,2020-09-24
2372,yangyang doesnt want cutie maknae anymore naturally cute especially stage super cool everytime perform gyudd,2020-09-24
2373,really love see haechan curly hair make feel younger uolls see hair good style like legend grey curly hair curly hair elevator track mv curly hair photo shoot taeil cute love see nail style,2020-09-24
2374,love series omg nice see interacting bit bit yangyang nice aaaaa,2020-09-24
2375,haechan role video mc guest,2020-09-24
2378,way air couch keep shrinking towards end show almost sat ground lol,2020-09-24
2379,trying match thumbnail color balloon,2020-09-24
2380,looking sungchan interview sun moon really loving haechan sungchan friendship sorry markhyuck shifting 2chan hehe always markhyuck 1 shippers stay healthy haechannie saranghae,2020-09-24
2381,v13w freeze,2020-09-24
2382,intro cutest thing seen tonight ghaaad happy give taeil moment host deserve deserve,2020-09-24
2383,want thank universe nct content weekly,2020-09-24
2384,greedy feel grateful blessed thanks content sm also nct work hard pay hard work,2020-09-24
2385,hi sm love show please make often,2020-09-24
2386,yangyang haechan interacting best thing happened goodbye,2020-09-24
2388,yangyang thinks think cute cuz maknae actually acts cute without knowing mean giggles pouts makes cute faces makes cute sounds know make fried egg baby,2020-09-24
2389,omg sun cute,2020-09-24
2395,maknaes one frame,2020-09-24
2396,wayv first debuted wanted see interact nct members much getting see interaction still believe happy see together also wait see sungchan shotaro nct videos,2020-09-24
2397,forever maknae jisung,2020-09-24
2398,content,2020-09-24
2399,oh sm always give us nct content variety every week happy time include wayv members also shotaro sungchan,2020-09-24
2401,3 59 love self aware lil sh1t dream bias 5 40 heart melted little said yang yang yes nctwayv,2020-09-24
2403,0 50 replaying many times hilarious hell hahahah,2020-09-24
2404,nct 4 season maknae taeil,2020-09-24
2405,seeing haechan teletubbies sun,2020-09-24
2409,want content maknae unit sm knows want,2020-09-24
2410,recently nctzens sad thought jisung longer maknae look content talks maknae,2020-09-24
2411,haechan nice yangyang outside yes yangyang inside hehhe never bitch,2020-09-24
2412,haechan sun like teletubies made day feel life spawn increased lot bc thank editors thank haechan,2020-09-24
2414,yangyang love much precious w smiles aaaaaaa,2020-09-24
2415,seeing yangyang jisung next feel real,2020-09-24
2418,edit supposed surpriseeeeee savdjshlfdhgslsdgfjs,2020-09-24
2420,aaaaaaaaaaaa welcome nct daily yangyanggg,2020-09-24
2421,excited see yy,2020-09-24
2422,yangyang korean really improved cute,2020-09-24
2423,finally wayv hadir di konten nct daily,2020-09-24
2425,content knew needed still shocked actually see happen,2020-09-24
2426,haechan voice sounds different,2020-09-24
2427,yangyang since youngest actually decide whole team meal haechan jisung like time maknae monarchy,2020-09-24
2428,haechan teletubbies sun tho,2020-09-24
2430,finally first nct2020 content,2020-09-24
2432,2 12 wayv excuse spoiled little brat knew needed jisung yangyang together look adorable,2020-09-24
2433,realize sun haechan moon taeil,2020-09-24
2434,omg lessons starting saw notification waited 4 classes,2020-09-24
2435,omg see haechan yangyang interactions aaaaaaa im ready ok,2020-09-24
2436,question hardest part maknae haechan hard time maknae hard time heachan,2020-09-24
2437,change background seriously guys put guys normal chairs sausage,2020-09-24
2438,sm totally spoiling us,2020-09-24
2439,cute love sun moon getting meet youngest members,2020-09-24
2440,actually nice see wayv nct members socialising comfortably mean sure already know bit allowed show camera nice opportunity get comfortable,2020-09-24
2441,feel like move filming set right finishing interlude filming haha cute,2020-09-24
2449,jisung youngest nct,2020-09-24
2456,1 51 haechan calling yangyang enters smiling nct content dreamt happening,2020-09-24
2457,one loves haechan talks clear quick witty words talks really well satisfying,2020-09-24
2460,still freaking every time 127 dream member says name wayv still believe happening happy,2020-09-24
2462,jisung nct dream maknae nct whole maknae jisung claiming title,2020-09-24
2467,hilarious got nicely dressed show looks outdoor storage area lumber factory,2020-09-24
2468,yo lumber yard please dress like lumberjacks 0 0 look super cute tho love lewks also sidenote maknae taeil sends,2020-09-24
2469,live yasss tysm,2020-09-24
2470,screams,2020-09-24
2472,taeil proved amazing everything like never seem cool comforting person ever,2020-09-24
2474,yangyang whole sunshine,2020-09-24
2475,one literally one meanwhile haechan leave last nct unit nct maknae taeil main vocal haechan main vocal yangyang main rapper jisung main rapper well obviously main,2020-09-24
2478,hope leaders tyong kun content nct2020,2020-09-24
2479,love episode,2020-09-24
2480,thank sm,2020-09-24
2481,another episode yangyang complaining hyung calling cute lol really cute yangyangshii,2020-09-24
2482,yangyang always good answers proud,2020-09-24
2483,ahhhhhhhhjjjakshskaknvsba uri maknae ㅠㅠㅠㅠ maknae power maknae devils maknae chaos maknae big combo uri four season maknae taeil oppa kiyowo ottoke ottoke haechan yangyang jisung 3,2020-09-24
2484,think agree love guys,2020-09-24
2485,lovesssssss taeil love im gonna cry,2020-09-24
2488,think haechan sun reminds baby sun teletubbies taeil moon reminds thomas friends train wkwkkwk,2020-09-24
2489,much content love,2020-09-24
2491,1 14 confirms jisung still youngest,2020-09-24
2492,dying stop thinking sun teletubbies,2020-09-24
2493,yangyang jisung part group yangyang jisung show together intensified cry,2020-09-24
2494,finally nct ot23 content,2020-09-24
2497,love,2020-09-24
2498,congrats yangyang debuting nctdaily,2020-09-24
2500,omg yangyang happy see together,2020-09-24
2503,first content wayv joined nct daily wow anyway taeil cute,2020-09-24
2504,ppl look oldest maknaes nope maknaes,2020-09-24
2505,ok yangyang fit religion,2020-09-24
2508,haechan youngest members taeil,2020-09-24
2509,way haechan held breath jisung said stay obedient hahahahahahahahahajjajj,2020-09-24
2510,omgggg get round leaders,2020-09-24
2512,dream 127 teased maknaes wayv teased maknae,2020-09-24
2513,life complete seeing together corona 2020 best year ever,2020-09-24
2514,one wants ship yangyang haechan bcs naughtiest witty member nct wayv,2020-09-24
2516,hyuck sun taeil moon uwu,2020-09-24
2518,awaited interaction new decade haechand yangyang finally screen together hope many come,2020-09-24
2519,makes feel happy nct able mention wayv,2020-09-24
2520,0 49 1 01 look yangyang take care jisung cute,2020-09-24
2521,usual member really stand powered scene new member look timid shy,2020-09-24
2523,sun says yangyang 3,2020-09-24
2524,pd mi taeil bebe se divino con el color blanco,2020-09-24
2525,hyuckil shipper like best content ever,2020-09-24
2526,year 2020 best year nctzens mean spoiled year,2020-09-24
2527,wanted see yangyang haechan together happy,2020-09-24
2528,love couch thing slowly deflating throughout video refuse acknowledge,2020-09-24
2530,dreams come true life beautiful feels like la lalalala nct ot21 ot23 yangyang haechan interaction wayv 127 dream interaction additional members gorgeous etc thank sm,2020-09-24
2533,best thing youngest jisung like named like called youngest sweetie thought losing maknae position us nervous also love maknae jisung,2020-09-24
2535,_let chaos begin_,2020-09-24
2537,best thing youngest liu yangyang exist brain cells dancing inside want video haechan yangyang chenle renjun jaemin hendery xiaojun doyoung doyoung coz wait see getting onto nerves lol,2020-09-24
2542,next oldest line taeil mark kun,2020-09-24
2545,thank series,2020-09-24
2546,know yangx2 look tiny cute almost forget little dork,2020-09-24
2548,thought would okay even know fact getting interactions killing sksks,2020-09-24
2551,way looked comfortable makes feel happy,2020-09-24
2552,hyuckyang content ive praying day night,2020-09-24
2553,swear since nct2020 announced youre allowed breathe go offline sec bam new content im lovin,2020-09-24
2555,duration fast buat omg thanks,2020-09-24
2556,thought us getting nct2020 contents almost everyday rest 2020 excites much im also terrified omg im sure heart could handle everything,2020-09-24
2557,need stop watching,2020-09-24
2558,lmaooo weird never expect wayv nct channel,2020-09-24
2561,really get bored stanning nct much content spoils us much 23 members whose personalities go well nctzens really lucky happy part family,2020-09-24
2562,much keep ahh im loving nct content spam,2020-09-24
2563,entertaining wait,2020-09-24
2566,way felt emotional finally see yangyang nct members interactions,2020-09-24
2568,soy muy feliz macknaes nct2020 best hope keep watching sun moon members,2020-09-24
2570,maknae line,2020-09-24
2572,still believe make comments yangyang nct channel wayv channel,2020-09-24
2574,yangyang jisung two babys,2020-09-24
2576,feel weird video editing still okay n make laugh,2020-09-24
2577,way haechan said leave first time sent mebut happy see interactions,2020-09-24
2578,love everyone comfortable around haechan,2020-09-24
2579,think place bubu taking photo cola,2020-09-24
2581,first guest destroys set,2020-09-24
2583,finally wayv rest nct ive waiting come,2020-09-24
2585,petitions bring kun taeyong cause badly need learn gain patience look 21 kids cause even handle cats lmao,2020-09-24
2587,feels unreal see yangyang nct daily happy,2020-09-24
2588,jisung future act like younger sm adds new members nctzen forever maknae,2020-09-24
2590,looking taeil makes laugh love,2020-09-24
2592,taeil maknae love ㅠㅠ,2020-09-24
2593,love ive waiting long,2020-09-24
2598,new czennie would def think taeil really part maknae line cute,2020-09-24
2599,content made cry mean yangyang finally nct daily never thought would happen fast omgggg thanks promoting wayv nct team hope see interactions among,2020-09-24
2603,love u taeil,2020-09-24
2604,omg im really crying,2020-09-24
2606,one best content ever seen makes forget problem happening world whole duration show,2020-09-24
2607,yangyang best thing maknae decide eat haechan jisung wait damn minute,2020-09-24
2608,living nct 127 dream wayv interactions 3 also mcs sun moon 3 3 3,2020-09-24
2609,cute fun,2020-09-24
2610,haechannie sounds like nose stuffy hope dressing warmly taking care well,2020-09-24
2611,sorry taeil biggest baby whole nct haha,2020-09-24
2614,u rest well haechanie,2020-09-24
2615,yang yang jisung hechan teil love u,2020-09-24
2616,seeing jisung yangyang together like talking side side looking like actually something annoy kun jaemin ass right interview know feel heart almost exploding,2020-09-24
2618,taeil wayv members considerate haechan nice yang yang let nod nods evil maknae wayv,2020-09-24
2622,yangyangie seemed bit shy love welcoming everyone towards haechan uri yangyang ur great yangyang sweetie hope maknae line becomes close friends haechan mischievousness throughout also killed,2020-09-24
2623,content waiting,2020-09-24
2627,love content,2020-09-24
2628,taeil part maknae line saying everyone cutie yes cutest hyung taeil,2020-09-24
2630,really love thissssss omg,2020-09-24
2631,haechan yangyang jisung biased spent past 6 mins crying,2020-09-24
2632,0 49 cute,2020-09-24
2633,yangyang still awkward nct member devil really look matture,2020-09-24
2634,haechan sick voice sounds like hes good condition get well soon sun stay healthy,2020-09-24
2636,happy wayv included,2020-09-24
2637,yangyang cutest person ever see,2020-09-24
2638,soo happy see interactionnnn,2020-09-24
2639,wish could see nct2020 haechanradio,2020-09-24
2640,haechan teletubbie sun,2020-09-24
2641,look amazing whatever going behind makes look funny haha love maknae interaction,2020-09-24
2642,say shoot take yearparty video bcs outfit maybe rooftop studio,2020-09-24
2646,best content ever,2020-09-24
2647,nah tf filming tf literally middle,2020-09-24
2648,yangyang hyuck together jsodhwhsn,2020-09-24
2651,taeil still youngest hehehe,2020-09-24
2652,much taeil content thank youuuuuuu,2020-09-24
2655,yangyang kunten baby expect,2020-09-24
2659,everyone talking small things please talk wayv finally interacting rest nct still think dreaming wtf,2020-09-24
2660,sungchan also maknae ummm nct u maknae guess,2020-09-24
2662,taeil hyung might hyung us one maknae nct might hyung age title cute lil maknae funny maknae line considered one maknae,2020-09-24
2663,mean yangyang acknowledging cute,2020-09-24
2664,okay everyone mentioned funny things said set last haechan literally said leave mean like taeil like bro gotta finish things wanted kick youngsters also literally kicked alright found funny okay,2020-09-24
2665,yesssss love show haechan looks amazing love,2020-09-24
2666,feels like fever dream omg,2020-09-24
2668,wholesome omg,2020-09-24
2669,positive side maknae yangyang something like exist,2020-09-24
2671,oh myyy waiting forrrrrr,2020-09-24
2672,best thing 2020 last wish seeing 21 together watching 23 together literally crying watching,2020-09-24
2673,haechan funny,2020-09-24
2676,okay taeil age matter truest maknae us,2020-09-24
2677,teil speak little cute,2020-09-24
2678,best decision could take place taeil haechan mc good chemistry makes sure guys feel comfortable fun waiting next video,2020-09-24
2686,shit go yaja time happens,2020-09-24
2688,love,2020-09-24
2689,nct maknaes first interaction shy timid together week chaos lot chaos wait time roast hyungs hjkllsbsfdab,2020-09-24
2690,alternative title episode maknae top,2020-09-24
2691,much content keep,2020-09-24
2692,haechan cold normally sounds like idk voice tho hope okay,2020-09-24
2693,thriving sm good us lowkey sus enjoying rideeeee,2020-09-24
2694,haechan yangyang together aghhh dream came true thank god,2020-09-24
2695,omg love,2020-09-24
2696,remember baby sun teletubbies lee haechan feel old yet,2020-09-24
2697,04 59 stand tae il expression 05 18 moon tae il stop laughing see expression hear said,2020-09-24
2698,im full today sm serving us right giving us interaction need,2020-09-24
2699,yangyang first time nct channel,2020-09-24
2700,whole editing haechan face taeil face sun moon,2020-09-24
2701,ayeeeeeee finally,2020-09-24
2702,really got teary eyes saw jisung yangyang standing together love nct2020,2020-09-24
2703,imagine haechan saying heart calling calling pick yangyang replying already running running imagine would funny lol literally dying tho,2020-09-24
